scenario_id,policy_name,arrival_normalized_weighted_goodput,unweighted_slo_success_rate,completion_fraction,favored_violations,favored_total,other_violations,other_total,jains_fairness_index,mean_ttft,status
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,fifo,0.3416666666666667,0.3416666666666667,1.0,56,60,23,60,0.6068592057761732,6.269333800539,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,fifo,0.4666666666666667,0.4666666666666667,1.0,59,60,5,60,0.5181758096497027,4.43130964478017,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.85,0.85,1.0,2,60,16,60,0.9815094339622641,2.3999929781135063,success
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,aging_priority,0.5583333333333333,0.5583333333333333,1.0,19,60,34,60,0.9522698345354264,4.0282671338723315,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,fifo,0.49166666666666664,0.49166666666666664,1.0,49,60,12,60,0.7177319587628865,4.851705195389968,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,aging_priority,0.8166666666666667,0.8166666666666667,1.0,14,60,8,60,0.996265560165975,2.737034644780172,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.85,0.85,1.0,1,60,17,60,0.9759849906191368,2.676305195389967,success
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.8083333333333333,0.8083333333333333,1.0,9,60,14,60,0.9973500105999575,3.0388805310350286,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,aging_priority,0.7,0.7,1.0,15,60,21,60,0.9949238578680201,3.1960385287233004,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,estimated_service_time_first,0.8083333333333333,0.8083333333333333,1.0,1,60,22,60,0.9552284263959392,3.45713979356369,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,fifo,0.3333333333333333,0.3333333333333333,1.0,53,60,27,60,0.70298769771529,6.305673126897025,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.8,0.8,1.0,9,60,15,60,0.9961089494163426,2.620067978113504,success
fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.7333333333333333,0.7333333333333333,1.0,10,60,22,60,0.9817444219066939,4.0466588005389985,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,aging_priority,0.6833333333333333,0.6833333333333333,1.0,13,60,25,60,0.9790331974373907,4.107781460230357,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,estimated_service_time_first,0.7666666666666667,0.7666666666666667,1.0,0,60,28,60,0.9152249134948096,4.170873738244913,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,fifo,0.275,0.275,1.0,57,60,30,60,0.5990099009900991,7.403857071578247,success
fs2.util1.3000.skew1.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.7666666666666667,0.7666666666666667,1.0,11,60,17,60,0.9957647058823529,3.0067551953899665,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.8083333333333333,0.8083333333333333,1.0,2,60,21,60,0.9630501535312179,3.168113914365039,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,aging_priority,0.55,0.55,1.0,19,60,35,60,0.9444926279271467,4.59136540491158,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,fifo,0.36666666666666664,0.36666666666666664,1.0,59,60,17,60,0.5232432432432433,6.2093472476983695,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.7416666666666667,0.7416666666666667,1.0,10,60,21,60,0.984953991544392,3.9085647935636905,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,fifo,0.39166666666666666,0.39166666666666666,1.0,51,60,22,60,0.7242622950819673,6.289650058226857,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,aging_priority,0.6416666666666667,0.6416666666666667,1.0,22,60,21,60,0.9998313659359189,3.694755581031707,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.7833333333333333,0.7833333333333333,1.0,1,60,25,60,0.9388015299617509,3.5422417248935267,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,estimated_service_time_first,0.9638888888888889,0.925,1.0,1,60,8,60,0.9960388035569929,1.7792406275868515,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,fifo,0.2638888888888889,0.5583333333333333,1.0,53,60,0,60,0.6151000274047684,3.408832294253517,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,aging_priority,0.6083333333333333,0.6083333333333333,1.0,20,60,27,60,0.990888806247676,4.044333391560193,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,aging_priority,1.0,1.0,1.0,0,60,0,60,1.0,2.2236072942535183,success
fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.7166666666666667,0.7166666666666667,1.0,9,60,25,60,0.9665446941975954,4.752765404911581,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.75,0.75,1.0,9,60,21,60,0.982532751091703,3.5663972476983736,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,estimated_service_time_first,0.95,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.9638888888888889,0.925,1.0,1,60,8,60,0.9960388035569929,1.7792406275868515,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,fifo,0.21388888888888888,0.475,1.0,55,60,8,60,0.5952729937706119,5.082058127909727,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,aging_priority,0.6361111111111111,0.6083333333333333,1.0,21,60,26,60,0.9953305939484499,3.326808127909727,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.975,0.9583333333333334,1.0,1,60,4,60,0.9993199335046092,1.208243216558383,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,fifo,0.3333333333333333,0.6,1.0,48,60,0,60,0.6923076923076923,2.1278848832250508,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,fifo,0.3472222222222222,0.6083333333333333,1.0,47,60,0,60,0.7069514460068985,3.0170788672790514,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,aging_priority,1.0,1.0,1.0,0,60,0,60,1.0,1.41250988322505,success
fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.725,0.725,1.0,13,60,20,60,0.9935678655815176,3.962616724893527,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.7135288672790518,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.975,0.9583333333333334,1.0,1,60,4,60,0.9993199335046092,1.208243216558383,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,aging_priority,0.9805555555555555,0.975,1.0,1,60,2,60,0.9999269539810081,2.009053867279052,success
fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.9361111111111111,0.8416666666666667,1.0,1,60,18,60,0.9724499523355575,2.8369164612430606,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,estimated_service_time_first,0.9416666666666667,0.8583333333333333,1.0,1,60,16,60,0.9792320472586302,2.692413864368362,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,fifo,0.24166666666666667,0.49166666666666664,1.0,53,60,8,60,0.6322193970214312,5.02213053103503,success
fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.975,0.925,1.0,0,60,9,60,0.993468795355588,1.7135288672790518,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,aging_priority,0.8277777777777777,0.7833333333333333,1.0,9,60,17,60,0.9928089887640449,3.329297197701694,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,fifo,0.15833333333333333,0.3416666666666667,1.0,56,60,23,60,0.6068592057761732,6.269333800539,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,estimated_service_time_first,0.9305555555555556,0.7916666666666666,1.0,0,60,25,60,0.9352331606217618,3.600983800538999,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,fifo,0.16666666666666666,0.4666666666666667,1.0,59,60,5,60,0.5181758096497027,4.43130964478017,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.9277777777777778,0.85,1.0,2,60,16,60,0.9815094339622641,2.3999929781135063,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,aging_priority,0.6416666666666667,0.5583333333333333,1.0,19,60,34,60,0.9522698345354264,4.025133800538998,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.9138888888888889,0.8416666666666667,1.0,3,60,16,60,0.983702989392478,2.7195138643683623,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,fifo,0.2861111111111111,0.49166666666666664,1.0,49,60,12,60,0.7177319587628865,4.851705195389968,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,aging_priority,0.7833333333333333,0.8166666666666667,1.0,14,60,8,60,0.996265560165975,2.735601311446838,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.9388888888888889,0.85,1.0,1,60,17,60,0.9759849906191368,2.676305195389967,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,aging_priority,0.7472222222222222,0.7083333333333334,1.0,14,60,21,60,0.9932636788562003,3.186646862056634,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.9277777777777778,0.85,1.0,2,60,16,60,0.9815094339622641,2.3999929781135063,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,estimated_service_time_first,0.925,0.8083333333333333,1.0,1,60,22,60,0.9552284263959392,3.45713979356369,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,fifo,0.18888888888888888,0.3333333333333333,1.0,53,60,27,60,0.70298769771529,6.305673126897025,success
fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.9027777777777778,0.775,1.0,2,60,25,60,0.9423621704074963,3.6768254672056657,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,aging_priority,0.75,0.6833333333333333,1.0,13,60,25,60,0.9790331974373907,4.107481460230357,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,estimated_service_time_first,0.9222222222222223,0.7666666666666667,1.0,0,60,28,60,0.9152249134948096,4.170873738244913,success
fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.8972222222222223,0.825,1.0,4,60,17,60,0.9830491474423267,2.717521862056634,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,fifo,0.125,0.275,1.0,57,60,30,60,0.5990099009900991,7.403857071578247,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,fifo,0.13333333333333333,0.36666666666666664,1.0,59,60,17,60,0.5232432432432433,6.2093472476983695,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.9138888888888889,0.8083333333333333,1.0,2,60,21,60,0.9630501535312179,3.168113914365039,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,aging_priority,0.6388888888888888,0.55,1.0,19,60,35,60,0.9444926279271467,4.588357071578247,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.9138888888888889,0.8083333333333333,1.0,2,60,21,60,0.9630501535312179,3.510714793563691,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,fifo,0.23055555555555557,0.39166666666666666,1.0,51,60,22,60,0.7242622950819673,6.289650058226857,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.9166666666666666,0.7833333333333333,1.0,1,60,25,60,0.9388015299617509,3.5422417248935267,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,aging_priority,0.6361111111111111,0.6416666666666667,1.0,22,60,21,60,0.9998313659359189,3.690997247698374,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,estimated_service_time_first,0.9727272727272728,0.925,1.0,1,60,8,60,0.9960388035569929,1.7792406275868515,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,fifo,0.19696969696969696,0.5583333333333333,1.0,53,60,0,60,0.6151000274047684,3.408832294253517,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,aging_priority,0.6583333333333333,0.6083333333333333,1.0,19,60,28,60,0.9850277264325326,4.039383391560194,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,aging_priority,1.0,1.0,1.0,0,60,0,60,1.0,2.223098960920185,success
fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.8666666666666667,0.7333333333333333,1.0,4,60,28,60,0.9307692307692309,4.256657071578247,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.8305555555555556,0.7583333333333333,1.0,8,60,21,60,0.9799999999999999,3.2344305810317056,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,estimated_service_time_first,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,fifo,0.15454545454545454,0.475,1.0,55,60,8,60,0.5952729937706119,5.082058127909727,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.9727272727272728,0.925,1.0,1,60,8,60,0.9960388035569929,1.7792406275868515,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,fifo,0.2727272727272727,0.6,1.0,48,60,0,60,0.6923076923076923,2.1278848832250508,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.9787878787878788,0.9583333333333334,1.0,1,60,4,60,0.9993199335046092,1.208243216558383,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,aging_priority,0.6424242424242425,0.6083333333333333,1.0,21,60,26,60,0.9953305939484499,3.326299794576394,success
fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.875,0.7583333333333333,1.0,4,60,25,60,0.9494382022471908,3.6012250582268606,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,aging_priority,1.0,1.0,1.0,0,60,0,60,1.0,1.41250988322505,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,fifo,0.2878787878787879,0.6083333333333333,1.0,47,60,0,60,0.7069514460068985,3.0170788672790514,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.7135288672790518,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.9787878787878788,0.9583333333333334,1.0,1,60,4,60,0.9993199335046092,1.208243216558383,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,aging_priority,0.996969696969697,0.9833333333333333,1.0,0,60,2,60,0.9997128087306147,2.005070533945718,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,fifo,0.18484848484848485,0.49166666666666664,1.0,53,60,8,60,0.6322193970214312,5.02213053103503,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,estimated_service_time_first,0.9606060606060606,0.8583333333333333,1.0,1,60,16,60,0.9792320472586302,2.692413864368362,success
fs2.util1.1000.skew10.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.9727272727272728,0.85,1.0,0,60,18,60,0.9697986577181207,2.805499794576394,success
fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.9863636363636363,0.925,1.0,0,60,9,60,0.993468795355588,1.7135288672790518,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,aging_priority,0.8378787878787879,0.7833333333333333,1.0,9,60,17,60,0.9928089887640449,3.329297197701694,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,estimated_service_time_first,0.9621212121212122,0.7916666666666666,1.0,0,60,25,60,0.9352331606217618,3.600983800538999,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,fifo,0.11666666666666667,0.3416666666666667,1.0,56,60,23,60,0.6068592057761732,6.269333800539,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,fifo,0.09848484848484848,0.4666666666666667,1.0,59,60,5,60,0.5181758096497027,4.43130964478017,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.9454545454545454,0.85,1.0,2,60,16,60,0.9815094339622641,2.3999929781135063,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,aging_priority,0.6606060606060606,0.5583333333333333,1.0,19,60,34,60,0.9522698345354264,4.025133800538998,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.9606060606060606,0.8583333333333333,1.0,1,60,16,60,0.9792320472586302,2.692413864368362,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,fifo,0.23939393939393938,0.49166666666666664,1.0,49,60,12,60,0.7177319587628865,4.851705195389968,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,aging_priority,0.7757575757575758,0.8166666666666667,1.0,14,60,8,60,0.996265560165975,2.732676311446838,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.9590909090909091,0.85,1.0,1,60,17,60,0.9759849906191368,2.676305195389967,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,aging_priority,0.7560606060606061,0.7083333333333334,1.0,14,60,21,60,0.9932636788562003,3.1837885287233005,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,estimated_service_time_first,0.9515151515151515,0.8083333333333333,1.0,1,60,22,60,0.9552284263959392,3.45713979356369,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.9454545454545454,0.85,1.0,2,60,16,60,0.9815094339622641,2.3999929781135063,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,fifo,0.15606060606060607,0.3333333333333333,1.0,53,60,27,60,0.70298769771529,6.305673126897025,success
fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.946969696969697,0.7833333333333333,1.0,1,60,25,60,0.9388015299617509,3.606900467205665,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,aging_priority,0.7651515151515151,0.6833333333333333,1.0,13,60,25,60,0.9790331974373907,4.10716479356369,success
fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.9590909090909091,0.85,1.0,1,60,17,60,0.9759849906191368,2.676305195389967,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,estimated_service_time_first,0.9575757575757575,0.7666666666666667,1.0,0,60,28,60,0.9152249134948096,4.170873738244913,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,fifo,0.09090909090909091,0.275,1.0,57,60,30,60,0.5990099009900991,7.403857071578247,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,fifo,0.0803030303030303,0.36666666666666664,1.0,59,60,17,60,0.5232432432432433,6.2093472476983695,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,estimated_service_time_first,0.9378787878787879,0.8083333333333333,1.0,2,60,21,60,0.9630501535312179,3.168113914365039,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,aging_priority,0.6590909090909091,0.55,1.0,19,60,35,60,0.9444926279271467,4.586273738244913,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,weighted_fair_share,0.9363636363636364,0.8,1.0,2,60,22,60,0.9584026622296175,3.467898126897024,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,estimated_service_time_first,0.946969696969697,0.7833333333333333,1.0,1,60,25,60,0.9388015299617509,3.5422417248935267,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,aging_priority,0.6348484848484849,0.6416666666666667,1.0,22,60,21,60,0.9998313659359189,3.690997247698374,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,fifo,0.19393939393939394,0.39166666666666666,1.0,51,60,22,60,0.7242622950819673,6.289650058226857,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260816,fifo,0.5416666666666666,0.5416666666666666,1.0,55,60,0,60,0.5827586206896551,3.728440745033788,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,aging_priority,0.6696969696969697,0.6083333333333333,1.0,19,60,28,60,0.9850277264325326,4.038341724893527,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260816,estimated_service_time_first,0.725,0.725,1.0,33,60,0,60,0.8742203742203741,1.9744074117004535,success
fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,weighted_fair_share,0.9424242424242424,0.7583333333333333,1.0,1,60,28,60,0.9190899001109878,4.203023738244912,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,weighted_fair_share,0.9378787878787879,0.8083333333333333,1.0,2,60,21,60,0.9630501535312179,3.168113914365039,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,estimated_service_time_first,0.6583333333333333,0.6583333333333333,1.0,41,60,0,60,0.7878061095682909,2.5517854180000312,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,fifo,0.4583333333333333,0.4583333333333333,1.0,57,60,8,60,0.5575009214891266,4.565218751333364,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260816,aging_priority,0.3416666666666667,0.3416666666666667,1.0,41,60,38,60,0.9946745562130178,4.755690745033786,success
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260816,fifo,0.725,0.725,1.0,33,60,0,60,0.8742203742203741,0.6722236059232521,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260816,weighted_fair_share,0.75,0.75,1.0,29,60,1,60,0.9117514633048177,2.1434740783671207,success
fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,weighted_fair_share,0.946969696969697,0.7833333333333333,1.0,1,60,25,60,0.9388015299617509,3.5436917248935265,success
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260816,estimated_service_time_first,0.8416666666666667,0.8416666666666667,1.0,19,60,0,60,0.9658208672599887,0.4884486059232523,success
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260816,aging_priority,0.7833333333333333,0.7833333333333333,1.0,21,60,5,60,0.9718433787945446,1.1563986059232525,success
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,fifo,0.5166666666666667,0.5166666666666667,1.0,58,60,0,60,0.5332963374028857,2.3228290401191236,success
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260816,weighted_fair_share,0.85,0.85,1.0,18,60,0,60,0.9697986577181207,0.48697360592325223,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,aging_priority,0.325,0.325,1.0,43,60,38,60,0.9838292367399739,5.186843751333366,success
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,estimated_service_time_first,0.7083333333333334,0.7083333333333334,1.0,35,60,0,60,0.8550295857988166,1.1654207067857907,success
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,estimated_service_time_first,0.6583333333333333,0.6583333333333333,1.0,41,60,0,60,0.7878061095682909,3.1029428099003846,success
fs2.util1.1000.skew1.0000.favlong.noise0.30.s20260817,weighted_fair_share,0.7416666666666667,0.7416666666666667,1.0,31,60,0,60,0.891803647827066,1.2451540401191241,success
fs2.util1.1000.skew1.0000.favlong.noise0.00.s20260817,weighted_fair_share,0.6583333333333333,0.6583333333333333,1.0,38,60,3,60,0.835922850254487,2.8573604180000314,success
fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,fifo,0.3333333333333333,0.3333333333333333,1.0,56,60,24,60,0.6097560975609756,5.583542809900383,success
