canonical_scenario_id,mechanism_family,split,seed,reference_anwg,reference_num_completed,n_steps,n_branch_rows,n_disagreement_evaluated,n_agreement_evaluated
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew10.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9863636363636363,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.5861111111111111,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.5444444444444444,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.7611111111111111,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.5722222222222222,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260816,0.9638888888888889,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260817,0.95,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.975,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.1000.skew5.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.975,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.6833333333333333,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.625,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.7416666666666667,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.7083333333333334,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.8083333333333333,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew1.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.7333333333333333,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.9606060606060606,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9621212121212122,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.9454545454545454,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew10.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9590909090909091,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.5638888888888889,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.41944444444444445,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.7305555555555555,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.49722222222222223,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.9416666666666667,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9305555555555556,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.9277777777777778,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9388888888888889,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.5833333333333334,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.575,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.6916666666666667,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.65,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.7416666666666667,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.7166666666666667,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.75,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew1.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.725,120,,0,0,0
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260816,0.44393939393939397,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260817,0.44696969696969696,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.5924242424242424,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.4909090909090909,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.9515151515151515,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9575757575757575,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260816,0.9378787878787879,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew10.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260817,0.946969696969697,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260816,0.4583333333333333,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favlong.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,val,20260817,0.41388888888888886,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.55,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favlong.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.4666666666666667,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.925,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favshort.noise0.00.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9222222222222223,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260816,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260816,0.9138888888888889,120,,8,5,3
FAMILY_A_FAIRNESS_STARVATION_V2::fs2.util1.5000.skew5.0000.favshort.noise0.30.s20260817,FAMILY_A_FAIRNESS_STARVATION_V2,train,20260817,0.9166666666666666,120,,8,5,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slohog_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,train,20260820,0.7916666666666666,24,246.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slohog_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,train,20260821,0.75,24,255.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slohog_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,train,20260822,0.75,24,254.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slohog_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,train,20260823,0.75,24,252.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slolate_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,train,20260820,1.0,24,255.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slolate_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,train,20260821,0.8333333333333334,24,254.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slolate_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,train,20260822,1.0,24,263.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late12.slolate_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,train,20260823,1.0,24,269.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slohog_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,val,20260820,0.9038461538461539,52,273.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slohog_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,val,20260821,0.8846153846153846,52,292.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slohog_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,val,20260822,0.8846153846153846,52,309.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slohog_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,val,20260823,0.8846153846153846,52,291.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slolate_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,val,20260820,1.0,52,273.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slolate_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,val,20260821,0.9038461538461539,52,292.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slolate_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,val,20260822,0.8846153846153846,52,309.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog12.late40.slolate_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,val,20260823,1.0,52,291.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slohog_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,val,20260820,0.5277777777777778,36,358.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slohog_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,val,20260821,0.5,36,387.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slohog_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,val,20260822,0.5,36,353.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slohog_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,val,20260823,0.5,36,369.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slolate_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,val,20260820,0.8888888888888888,36,378.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slolate_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,val,20260821,0.8888888888888888,36,394.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slolate_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,val,20260822,0.8888888888888888,36,370.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late12.slolate_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,val,20260823,0.8611111111111112,36,389.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slohog_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,train,20260820,0.734375,64,372.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slohog_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,train,20260821,0.71875,64,394.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slohog_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,train,20260822,0.71875,64,383.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slohog_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,train,20260823,0.71875,64,386.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slolate_ttft.s20260820,FAMILY_B_PREFILL_DECODE_V2,train,20260820,0.5,64,372.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slolate_ttft.s20260821,FAMILY_B_PREFILL_DECODE_V2,train,20260821,0.453125,64,394.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slolate_ttft.s20260822,FAMILY_B_PREFILL_DECODE_V2,train,20260822,0.609375,64,383.0,3,0,3
FAMILY_B_PREFILL_DECODE_V2::pd2.hog24.late40.slolate_ttft.s20260823,FAMILY_B_PREFILL_DECODE_V2,train,20260823,0.375,64,387.0,3,0,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tightloose.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tightloose.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tightloose.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.95,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tightloose.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tighttight.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.95,20,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tighttight.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.85,20,,6,3,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tighttight.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.85,20,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaseearly.tighttight.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.85,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tightloose.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tightloose.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.95,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tightloose.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.95,20,,3,0,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tightloose.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tighttight.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.9,20,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tighttight.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.8,20,,3,0,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tighttight.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.6,20,,3,0,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phaselate.tighttight.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.9,20,,4,1,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tightloose.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tightloose.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tightloose.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.95,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tightloose.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,1.0,20,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tighttight.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.95,20,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tighttight.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.85,20,,4,1,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tighttight.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.75,20,,4,1,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk10.phasemiddle.tighttight.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.8,20,,4,1,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tightloose.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.9117647058823529,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tightloose.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.7941176470588235,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tightloose.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.8235294117647058,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tightloose.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.7941176470588235,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tighttight.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.7352941176470589,34,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tighttight.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.7058823529411765,34,,4,1,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tighttight.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.7058823529411765,34,,4,1,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaseearly.tighttight.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.7058823529411765,34,,4,1,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tightloose.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.8823529411764706,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tightloose.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.8529411764705882,34,,3,0,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tightloose.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.8823529411764706,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tightloose.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.8529411764705882,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tighttight.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.7941176470588235,34,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tighttight.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.7352941176470589,34,,3,0,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tighttight.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.7352941176470589,34,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phaselate.tighttight.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.6764705882352942,34,,5,2,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phasemiddle.tightloose.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.8823529411764706,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phasemiddle.tightloose.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.8235294117647058,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phasemiddle.tightloose.s20260912,FAMILY_C_KV_PRESSURE_V2,train,20260912,0.8529411764705882,34,,3,0,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phasemiddle.tightloose.s20260913,FAMILY_C_KV_PRESSURE_V2,train,20260913,0.7941176470588235,34,,8,5,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phasemiddle.tighttight.s20260910,FAMILY_C_KV_PRESSURE_V2,train,20260910,0.7058823529411765,34,,6,3,3
FAMILY_C_KV_PRESSURE_V2::kvp2.bulk24.phasemiddle.tighttight.s20260911,FAMILY_C_KV_PRESSURE_V2,train,20260911,0.7058823529411765,34,,4,1,3
