state_id,num_non_sbs_branches,mean_ref_latency_original,mean_ref_latency_corrected,mean_ref_latency_delta_s,mean_ref_latency_changed,p95_ref_latency_original,p95_ref_latency_corrected,p95_ref_latency_delta_s,p95_ref_latency_changed,defect_source_branch_id
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2887,1,0.06274615466210157,0.062391315952424156,0.00035483870967741027,True,0.16946656131744398,0.15455002498626724,0.014916536331176733,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2887::f59cddf74bf1736d50937b6e94420871a097970dbe6d91b58fdf4dbf4f1dd4f6
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2894,1,0.06241699473063158,0.06101699473063159,0.0013999999999999915,True,0.16063190965652446,0.15935702695846546,0.0012748826980590044,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2894::f59cddf74bf1736d50937b6e94420871a097970dbe6d91b58fdf4dbf4f1dd4f6
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2903,1,0.06027689091912638,0.05944930471222984,0.0008275862068965398,True,0.16529725799560538,0.15929725799560546,0.005999999999999922,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2903::f59cddf74bf1736d50937b6e94420871a097970dbe6d91b58fdf4dbf4f1dd4f6
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2923,1,0.06087841817310886,0.06041413245882315,0.00046428571428570875,True,0.1696126063346863,0.16471260633468637,0.004899999999999932,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2923::f59cddf74bf1736d50937b6e94420871a097970dbe6d91b58fdf4dbf4f1dd4f6
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2941,1,0.05341009946969847,0.05364086870046769,-0.0002307692307692219,True,0.0655319962501526,0.0655319962501526,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2941::b276f551301f102bb4e2ca2548a93447e12a8a0719a6b4f8ea45835398f5e9ed
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step3200,2,0.06749851948874344,0.06692709091731487,0.00057142857142857,True,0.23584352998733507,0.23584352998733507,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step3200::78b6ffce86b8ef997f3be28cf6f1bc6e41d607b0adf8a82a1848cc0b33467fee
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step3217,1,0.06994487028855552,0.07002179336547859,-7.692307692307165e-05,True,0.26004103393554623,0.26004103393554623,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step3217::78b6ffce86b8ef997f3be28cf6f1bc6e41d607b0adf8a82a1848cc0b33467fee
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step545,1,0.04563970114494287,0.04582002901379533,-0.00018032786885246316,True,0.1250263343811037,0.1250263343811037,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step545::9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554,1,0.04591371569790688,0.045963166247357426,-4.9450549450547054e-05,True,0.125427631187439,0.125427631187439,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554::9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step578,1,0.04595393447454469,0.04603128254084303,-7.734806629833973e-05,True,0.12582892799377454,0.12582892799377454,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step578::9f0b896f3edebfbfbc0b6b36cb8f86d3686a90d043083864eeca462da0505481
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step608,1,0.045239894110397305,0.04530693321654256,-6.703910614525715e-05,True,0.1186055854797364,0.1186055854797364,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step608::2f02fae541008141cab7a20815285ad4e40f3fbb310f74e7102c4e5b00ec060c
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step636,1,0.04493752914125275,0.04491480186852548,2.2727272727271486e-05,True,0.1198094758987428,0.1198094758987428,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step636::bd022e84eb45ac05a64278cd1150e5c7b9d8ced81317231eea26e29e85b93a87
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step646,2,0.04515983442328447,0.045154087296847695,5.747126436778105e-06,True,0.12061206951141365,0.12061206951141365,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step646::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step653,2,0.04543356188735527,0.04531217460411827,0.00012138728323699693,True,0.1210133663177492,0.1210133663177492,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step653::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step660,2,0.04554120397567755,0.04548306444079382,5.813953488372631e-05,True,0.12141466312408451,0.12141466312408451,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step660::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step671,2,0.0455973976202179,0.04557985376056878,1.7543859649124527e-05,True,0.12181595993042005,0.12181595993042005,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step671::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686,1,0.045291299292620546,0.04528541693967937,5.882352941175006e-06,True,0.12221725673675536,0.12221725673675536,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step750,2,0.04541560157915447,0.04544608938403252,-3.0487804878055746e-05,True,0.12462503757476814,0.12462503757476814,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step750::09170a105dc2c8b3fbd6099039f2a0848e5e7f6fe15d4e7a86b82b49f7c5d0fd
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step759,1,0.04557907687228157,0.045603616749582174,-2.4539877300604196e-05,True,0.1250263343811037,0.1250263343811037,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step759::09170a105dc2c8b3fbd6099039f2a0848e5e7f6fe15d4e7a86b82b49f7c5d0fd
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step768,1,0.04574789217960693,0.04572937366108841,1.8518518518521876e-05,True,0.125427631187439,0.125427631187439,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step768::09170a105dc2c8b3fbd6099039f2a0848e5e7f6fe15d4e7a86b82b49f7c5d0fd
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2739,2,0.042888453931224674,0.043010902910816516,-0.00012244897959184237,True,0.0653249824523926,0.0653249824523926,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2739::2336789f935a32419a599a0f4b6ada796d15f03d55333ded89cad5c944978e4f
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2746,2,0.04353677578767149,0.0436617757876715,-0.00012500000000000705,True,0.06546698493957523,0.06546698493957523,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2746::aee42031f64c04ca6b323cb79c8a4e809be74b03a47411be3832aa96c21d115b
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2757,2,0.04409636578661339,0.044160195573847434,-6.38297872340432e-05,True,0.06560898742675783,0.06560898742675783,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2757::aee42031f64c04ca6b323cb79c8a4e809be74b03a47411be3832aa96c21d115b
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2760,2,0.04466441743270219,0.04464267830226741,2.1739130434780818e-05,True,0.06575098991394046,0.06575098991394046,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2760::aee42031f64c04ca6b323cb79c8a4e809be74b03a47411be3832aa96c21d115b
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2764,1,0.04508889198303231,0.045066669760810085,2.2222222222222088e-05,True,0.06589299240112306,0.06589299240112306,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2764::f4bac6ab8cf2d4fabc3a85bd5abe3cc7e9f2ce71769e1f06bb4ab3dd21dd1ce8
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step643,1,0.037968349718366406,0.037962635432652124,5.714285714282508e-06,True,0.11403424873352064,0.11403424873352064,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step643::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step646,1,0.03809661603247988,0.038119604538227,-2.298850574711936e-05,True,0.11430344467163105,0.11430344467163105,0.0,False,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step646::3e03a1f3475c5d8fda28b38b06ade5e219e8b8a9440ef4dc682710f892bf6f29
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2875,1,0.053656201263953957,0.06558723574671257,-0.011931034482758618,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2875::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2876,1,0.0537941322984367,0.06558723574671257,-0.011793103448275874,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2876::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2877,1,0.05393206333291949,0.06558723574671257,-0.011655172413793081,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2877::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2878,1,0.05406999436740224,0.06558723574671257,-0.011517241379310338,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2878::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2879,1,0.054207925401884995,0.06558723574671257,-0.01137931034482758,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2879::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2880,1,0.05434585643636774,0.06558723574671257,-0.011241379310344836,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2880::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2881,1,0.05448378747085051,0.06558723574671257,-0.011103448275862064,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2881::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2882,1,0.05465620126395397,0.06558723574671257,-0.010931034482758603,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2882::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2883,1,0.05482861505705741,0.06558723574671257,-0.010758620689655163,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2883::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2884,1,0.055001028850160845,0.06558723574671257,-0.01058620689655173,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2884::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2885,1,0.055173442643264306,0.06558723574671257,-0.010413793103448268,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2885::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2886,1,0.05534585643636776,0.06558723574671257,-0.010241379310344814,True,0.15295642776489235,0.33689466667175244,-0.1839382389068601,True,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2886::674bc1516320f5482574e6b9323bbc5633f82f07539d354c0f428e4533bb5e12
