all_alternatives_harmful,all_alternatives_zero,axis,beneficial_opportunity,condition_id,max_a_lat,mean_ref_latency,mixed_beneficial_and_harmful,num_non_sbs_branches,oracle_headroom,p95_ref_latency,regime_stage,source_dataset,state_id,window_index
0,0,active_sequence_capacity,1,active_4,0.00011904761904762973,0.06125949914114824,1,2,0.00011904761904762973,0.1460156323432921,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2784,11
0,0,active_sequence_capacity,1,active_4,0.0009756097560975688,0.06144573072107835,0,2,0.0009756097560975688,0.1477710361480713,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2794,11
0,0,active_sequence_capacity,1,active_4,0.0007000000000000062,0.06155970129966744,0,2,0.0007000000000000062,0.15051348657608019,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2796,11
0,0,active_sequence_capacity,1,active_4,0.0009487179487179531,0.06135467030451855,1,2,0.0009487179487179531,0.15325593700408946,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2808,11
1,0,active_sequence_capacity,0,active_4,-0.00036842105263157343,0.06240876759980861,0,2,0.0,0.15599838743209837,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2817,11
1,0,active_sequence_capacity,0,active_4,-0.00035135135135133666,0.06344119329710271,0,2,0.0,0.15874083786010726,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2819,11
1,0,active_sequence_capacity,0,active_4,-0.006722222222222227,0.06426366816626662,0,1,0.0,0.16148328828811653,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2826,11
0,0,active_sequence_capacity,1,active_4,8.571428571428619e-05,0.06492331374032163,1,2,8.571428571428619e-05,0.16422573871612542,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2842,11
1,0,active_sequence_capacity,0,active_4,-0.00020588235294116686,0.0635192064958461,0,2,0.0,0.1669681891441345,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2851,11
1,0,active_sequence_capacity,0,active_4,-0.0019393939393939214,0.06455517913355979,0,1,0.0,0.1697106395721436,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2871,11
1,0,active_sequence_capacity,0,active_4,-0.00037499999999998646,0.06505943220853813,0,1,0.0,0.1724530900001527,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2886,11
1,0,active_sequence_capacity,0,active_4,-0.00035483870967741027,0.062391315952424156,0,1,0.0,0.15455002498626724,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2887,11
1,0,active_sequence_capacity,0,active_4,-0.0013999999999999915,0.06101699473063159,0,1,0.0,0.15935702695846546,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2894,11
1,0,active_sequence_capacity,0,active_4,-0.0008275862068965398,0.05944930471222984,0,1,0.0,0.15929725799560546,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2903,11
1,0,active_sequence_capacity,0,active_4,-0.00046428571428570875,0.06041413245882315,0,1,0.0,0.16471260633468637,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2923,11
0,0,active_sequence_capacity,1,active_4,0.0002307692307692219,0.05364086870046769,0,1,0.0002307692307692219,0.0655319962501526,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step2941,11
0,0,active_sequence_capacity,1,active_4,0.00028571428571431967,0.06692709091731487,1,2,0.00028571428571431967,0.23584352998733507,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step3200,11
0,0,active_sequence_capacity,1,active_4,7.692307692307165e-05,0.07002179336547859,0,1,7.692307692307165e-05,0.26004103393554623,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step3217,11
0,0,active_sequence_capacity,1,active_4,0.00018032786885246316,0.04582002901379533,0,1,0.00018032786885246316,0.1250263343811037,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step545,11
0,0,active_sequence_capacity,1,active_4,4.9450549450547054e-05,0.045963166247357426,0,1,4.9450549450547054e-05,0.125427631187439,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step554,11
0,0,active_sequence_capacity,1,active_4,7.734806629833973e-05,0.04603128254084303,0,1,7.734806629833973e-05,0.12582892799377454,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step578,11
0,0,active_sequence_capacity,1,active_4,6.703910614525715e-05,0.04530693321654256,0,1,6.703910614525715e-05,0.1186055854797364,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step608,11
1,0,active_sequence_capacity,0,active_4,-2.2727272727271486e-05,0.04491480186852548,0,1,0.0,0.1198094758987428,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step636,11
0,0,active_sequence_capacity,1,active_4,5.7471264367815744e-05,0.045154087296847695,1,2,5.7471264367815744e-05,0.12061206951141365,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step646,11
1,0,active_sequence_capacity,0,active_4,-8.670520231213869e-05,0.04531217460411827,0,2,0.0,0.1210133663177492,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step653,11
1,0,active_sequence_capacity,0,active_4,-3.488372093023856e-05,0.04548306444079382,0,2,0.0,0.12141466312408451,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step660,11
0,0,active_sequence_capacity,1,active_4,7.017543859649117e-05,0.04557985376056878,1,2,7.017543859649117e-05,0.12181595993042005,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step671,11
1,0,active_sequence_capacity,0,active_4,-5.882352941175006e-06,0.04528541693967937,0,1,0.0,0.12221725673675536,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step686,11
0,0,active_sequence_capacity,1,active_4,3.0487804878055746e-05,0.04544608938403252,0,2,3.0487804878055746e-05,0.12462503757476814,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step750,11
0,0,active_sequence_capacity,1,active_4,2.4539877300604196e-05,0.045603616749582174,0,1,2.4539877300604196e-05,0.1250263343811037,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step759,11
1,0,active_sequence_capacity,0,active_4,-1.8518518518521876e-05,0.04572937366108841,0,1,0.0,0.125427631187439,strongest-valid,azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_4::step768,11
0,0,active_sequence_capacity,1,active_8,0.00012244897959184237,0.043010902910816516,0,2,0.00012244897959184237,0.0653249824523926,"onset,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2739,11
0,0,active_sequence_capacity,1,active_8,0.00012500000000000705,0.0436617757876715,1,2,0.00012500000000000705,0.06546698493957523,"onset,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2746,11
0,0,active_sequence_capacity,1,active_8,6.38297872340432e-05,0.044160195573847434,1,2,6.38297872340432e-05,0.06560898742675783,"onset,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2757,11
1,0,active_sequence_capacity,0,active_8,-2.1739130434780818e-05,0.04464267830226741,0,2,0.0,0.06575098991394046,"onset,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2760,11
1,0,active_sequence_capacity,0,active_8,-2.2222222222222088e-05,0.045066669760810085,0,1,0.0,0.06589299240112306,"onset,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step2764,11
1,0,active_sequence_capacity,0,active_8,-5.714285714282508e-06,0.037962635432652124,0,1,0.0,0.11403424873352064,"onset,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step643,11
0,0,active_sequence_capacity,1,active_8,2.298850574711936e-05,0.038119604538227,0,1,2.298850574711936e-05,0.11430344467163105,"onset,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::active_8::step646,11
0,0,kv_capacity,1,kv_16000,0.011931034482758618,0.06558723574671257,0,1,0.011931034482758618,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2875,11
0,0,kv_capacity,1,kv_16000,0.011793103448275874,0.06558723574671257,0,1,0.011793103448275874,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2876,11
0,0,kv_capacity,1,kv_16000,0.011655172413793081,0.06558723574671257,0,1,0.011655172413793081,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2877,11
0,0,kv_capacity,1,kv_16000,0.011517241379310338,0.06558723574671257,0,1,0.011517241379310338,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2878,11
0,0,kv_capacity,1,kv_16000,0.01137931034482758,0.06558723574671257,0,1,0.01137931034482758,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2879,11
0,0,kv_capacity,1,kv_16000,0.011241379310344836,0.06558723574671257,0,1,0.011241379310344836,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2880,11
0,0,kv_capacity,1,kv_16000,0.011103448275862064,0.06558723574671257,0,1,0.011103448275862064,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2881,11
0,0,kv_capacity,1,kv_16000,0.010931034482758603,0.06558723574671257,0,1,0.010931034482758603,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2882,11
0,0,kv_capacity,1,kv_16000,0.010758620689655163,0.06558723574671257,0,1,0.010758620689655163,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2883,11
0,0,kv_capacity,1,kv_16000,0.01058620689655173,0.06558723574671257,0,1,0.01058620689655173,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2884,11
0,0,kv_capacity,1,kv_16000,0.010413793103448268,0.06558723574671257,0,1,0.010413793103448268,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2885,11
0,0,kv_capacity,1,kv_16000,0.010241379310344814,0.06558723574671257,0,1,0.010241379310344814,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2886,11
0,0,kv_capacity,1,kv_16000,0.01006896551724138,0.06558723574671257,0,1,0.01006896551724138,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2887,11
0,0,kv_capacity,1,kv_16000,0.009862068965517251,0.06558723574671257,0,1,0.009862068965517251,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2888,11
0,0,kv_capacity,1,kv_16000,0.009655172413793107,0.06558723574671257,0,1,0.009655172413793107,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2889,11
0,0,kv_capacity,1,kv_16000,0.011172413793103436,0.06558723574671257,0,1,0.011172413793103436,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2890,11
0,0,kv_capacity,1,kv_16000,0.010999999999999989,0.06558723574671257,0,1,0.010999999999999989,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2891,11
0,0,kv_capacity,1,kv_16000,0.00013793103448273003,0.06558723574671257,0,1,0.00013793103448273003,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2899,11
0,0,kv_capacity,1,kv_16000,0.0002068965517241228,0.06558723574671257,0,1,0.0002068965517241228,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2900,11
0,0,kv_capacity,1,kv_16000,0.0001724137931034403,0.06558723574671257,0,1,0.0001724137931034403,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2901,11
0,0,kv_capacity,1,kv_16000,0.00013793103448275779,0.06558723574671257,0,1,0.00013793103448275779,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2902,11
0,0,kv_capacity,1,kv_16000,0.00010344827586204752,0.06558723574671257,0,1,0.00010344827586204752,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2903,11
0,0,kv_capacity,1,kv_16000,6.896551724136502e-05,0.06558723574671257,0,1,6.896551724136502e-05,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2904,11
0,0,kv_capacity,1,kv_16000,3.448275862068251e-05,0.06558723574671257,0,1,3.448275862068251e-05,0.33689466667175244,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2905,11
0,0,kv_capacity,1,kv_16000,0.012115384615384625,0.07093425501309915,0,1,0.012115384615384625,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2920,11
0,0,kv_capacity,1,kv_16000,0.011961538461538489,0.07093425501309915,0,1,0.011961538461538489,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2921,11
0,0,kv_capacity,1,kv_16000,0.011807692307692338,0.07093425501309915,0,1,0.011807692307692338,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2922,11
0,0,kv_capacity,1,kv_16000,0.011653846153846167,0.07093425501309915,0,1,0.011653846153846167,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2923,11
0,0,kv_capacity,1,kv_16000,0.01150000000000001,0.07093425501309915,0,1,0.01150000000000001,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2924,11
0,0,kv_capacity,1,kv_16000,0.011346153846153874,0.07093425501309915,0,1,0.011346153846153874,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2925,11
0,0,kv_capacity,1,kv_16000,0.011192307692307724,0.07093425501309915,0,1,0.011192307692307724,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2926,11
0,0,kv_capacity,1,kv_16000,0.011038461538461553,0.07093425501309915,0,1,0.011038461538461553,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2927,11
0,0,kv_capacity,1,kv_16000,0.010884615384615395,0.07093425501309915,0,1,0.010884615384615395,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2928,11
0,0,kv_capacity,1,kv_16000,0.010730769230769259,0.07093425501309915,0,1,0.010730769230769259,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2929,11
0,0,kv_capacity,1,kv_16000,0.011653846153846167,0.07093425501309915,0,1,0.011653846153846167,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2930,11
0,0,kv_capacity,1,kv_16000,0.011500000000000031,0.07093425501309915,0,1,0.011500000000000031,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2931,11
0,0,kv_capacity,1,kv_16000,0.01134615384615386,0.07093425501309915,0,1,0.01134615384615386,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2932,11
0,0,kv_capacity,1,kv_16000,0.011192307692307724,0.07093425501309915,0,1,0.011192307692307724,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2933,11
0,0,kv_capacity,1,kv_16000,0.011038461538461553,0.07093425501309915,0,1,0.011038461538461553,0.3719633221626282,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2934,11
0,0,kv_capacity,1,kv_16000,0.011320000000000038,0.06590682342529304,0,1,0.011320000000000038,0.3646210655212393,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2935,11
0,0,kv_capacity,1,kv_16000,0.01204000000000003,0.06590682342529304,0,1,0.01204000000000003,0.3646210655212393,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2936,11
0,0,kv_capacity,1,kv_16000,0.011880000000000043,0.06590682342529304,0,1,0.011880000000000043,0.3646210655212393,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2937,11
0,0,kv_capacity,1,kv_16000,0.011720000000000008,0.06590682342529304,0,1,0.011720000000000008,0.3646210655212393,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2938,11
0,0,kv_capacity,1,kv_16000,0.011560000000000029,0.06590682342529304,0,1,0.011560000000000029,0.3646210655212393,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2939,11
0,0,kv_capacity,1,kv_16000,0.011480000000000032,0.06590682342529304,0,1,0.011480000000000032,0.3646210655212393,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2940,11
0,0,kv_capacity,1,kv_16000,0.011400000000000042,0.06590682342529304,0,1,0.011400000000000042,0.3646210655212393,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2941,11
0,0,kv_capacity,1,kv_16000,0.012000000000000025,0.06942850112915046,0,1,0.012000000000000025,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2969,11
0,0,kv_capacity,1,kv_16000,0.011913043478260887,0.06942850112915046,0,1,0.011913043478260887,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2970,11
0,0,kv_capacity,1,kv_16000,0.011826086956521764,0.06942850112915046,0,1,0.011826086956521764,0.3975160734176631,"onset,strongest-valid,sustained",azure_2023_code,phase_a::FRESH_LATENCY_SUPPORT::azure_2023_code::w11::faithful::kv_16000::step2971,11
