faithful_policy,sarathi_faithful_arrival_normalized_weighted_goodput,sarathi_faithful_completion_fraction,sarathi_faithful_mean_latency,sarathi_faithful_mean_tpot,sarathi_faithful_mean_ttft,sarathi_faithful_rejection_fraction,sarathi_faithful_request_throughput,sarathi_faithful_slo_attainment,sarathi_faithful_weighted_goodput,shape,vllm_chunked_prefill_faithful_arrival_normalized_weighted_goodput,vllm_chunked_prefill_faithful_completion_fraction,vllm_chunked_prefill_faithful_mean_latency,vllm_chunked_prefill_faithful_mean_tpot,vllm_chunked_prefill_faithful_mean_ttft,vllm_chunked_prefill_faithful_rejection_fraction,vllm_chunked_prefill_faithful_request_throughput,vllm_chunked_prefill_faithful_slo_attainment,vllm_chunked_prefill_faithful_weighted_goodput,vllm_faithful_arrival_normalized_weighted_goodput,vllm_faithful_completion_fraction,vllm_faithful_mean_latency,vllm_faithful_mean_tpot,vllm_faithful_mean_ttft,vllm_faithful_rejection_fraction,vllm_faithful_request_throughput,vllm_faithful_slo_attainment,vllm_faithful_weighted_goodput,window_idx,winner,winner_arrival_normalized_weighted_goodput,winner_completion_fraction,winner_is_rejecting,winner_mean_latency,winner_mean_tpot,winner_mean_ttft,winner_rejection_fraction,winner_request_throughput,winner_slo_attainment,winner_weighted_goodput
sarathi_faithful,0.08333333333333333,1.0,0.08675,0.0008749999999999999,0.052625000000000005,0.0,220.1834862385321,0.08333333333333337,0.08333333333333333,long_prefill_overlap,,,,,,,,,,,,,,,,,,,33,scorpio_style_slo_guard,0.875,0.875,True,0.041,0.0010000000000000002,0.0020000000000000005,0.125,4.183266932270916,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.08333333333333333,1.0,0.08675,0.0008749999999999999,0.052625000000000005,0.0,220.1834862385321,0.08333333333333337,0.08333333333333333,,,,,,,,,,33,scorpio_style_slo_guard,0.875,0.875,True,0.041,0.0010000000000000002,0.0020000000000000005,0.125,4.183266932270916,1.0,1.0
vllm_faithful,,,,,,,,,,kv_pressure_admission_order,,,,,,,,,,0.8,1.0,0.0194,0.0006000000000000001,0.014000000000000002,0.0,131.57894736842107,0.8,0.8,39,edf,1.0,1.0,False,0.0198,0.0006000000000000001,0.0144,0.0,104.16666666666667,1.0,1.0
sarathi_faithful,0.8,1.0,0.0194,0.0006000000000000001,0.014000000000000002,0.0,131.57894736842107,0.8,0.8,kv_pressure_admission_order,,,,,,,,,,,,,,,,,,,39,edf,1.0,1.0,False,0.0198,0.0006000000000000001,0.0144,0.0,104.16666666666667,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,kv_pressure_admission_order,0.8,1.0,0.0194,0.0006000000000000001,0.014000000000000002,0.0,131.57894736842107,0.8,0.8,,,,,,,,,,39,edf,1.0,1.0,False,0.0198,0.0006000000000000001,0.0144,0.0,104.16666666666667,1.0,1.0
vllm_faithful,,,,,,,,,,admission_reorder_boundary,,,,,,,,,,0.5,1.0,0.0135,0.0006666666666666666,0.008333333333333333,0.0,250.0,0.5,0.5,42,edf,1.0,1.0,False,0.012833333333333334,0.0006666666666666666,0.007666666666666666,0.0,200.0,1.0,1.0
sarathi_faithful,0.5,1.0,0.0135,0.0006666666666666666,0.008333333333333333,0.0,250.0,0.5,0.5,admission_reorder_boundary,,,,,,,,,,,,,,,,,,,42,edf,1.0,1.0,False,0.012833333333333334,0.0006666666666666666,0.007666666666666666,0.0,200.0,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,admission_reorder_boundary,0.5,1.0,0.0135,0.0006666666666666666,0.008333333333333333,0.0,250.0,0.5,0.5,,,,,,,,,,42,edf,1.0,1.0,False,0.012833333333333334,0.0006666666666666666,0.007666666666666666,0.0,200.0,1.0,1.0
vllm_faithful,,,,,,,,,,same_arrival_heterogeneous_cluster,,,,,,,,,,0.5,1.0,0.058499999999999996,0.0010000000000000002,0.049499999999999995,0.0,65.21739130434783,0.5,0.5,45,edf,0.8333333333333334,1.0,False,0.04833333333333334,0.001,0.03933333333333333,0.0,63.829787234042556,0.8333333333333334,0.8333333333333334
sarathi_faithful,0.5,1.0,0.058499999999999996,0.0010000000000000002,0.049499999999999995,0.0,65.21739130434783,0.5,0.5,same_arrival_heterogeneous_cluster,,,,,,,,,,,,,,,,,,,45,edf,0.8333333333333334,1.0,False,0.04833333333333334,0.001,0.03933333333333333,0.0,63.829787234042556,0.8333333333333334,0.8333333333333334
vllm_chunked_prefill_faithful,,,,,,,,,,same_arrival_heterogeneous_cluster,0.5,1.0,0.058499999999999996,0.0010000000000000002,0.049499999999999995,0.0,65.21739130434783,0.5,0.5,,,,,,,,,,45,edf,0.8333333333333334,1.0,False,0.04833333333333334,0.001,0.03933333333333333,0.0,63.829787234042556,0.8333333333333334,0.8333333333333334
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.5925925925925926,1.0,0.020962962962962964,0.0009629629629629631,0.012296296296296296,0.0,749.9999999999999,0.5925925925925926,0.5925925925925926,48,scorpio_style_slo_guard,0.6296296296296297,0.6296296296296297,True,0.011,0.001,0.002,0.37037037037037035,3.3830845771144276,1.0,1.0
sarathi_faithful,0.5925925925925926,1.0,0.020962962962962964,0.0009629629629629631,0.012296296296296296,0.0,749.9999999999999,0.5925925925925926,0.5925925925925926,long_prefill_overlap,,,,,,,,,,,,,,,,,,,48,scorpio_style_slo_guard,0.6296296296296297,0.6296296296296297,True,0.011,0.001,0.002,0.37037037037037035,3.3830845771144276,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.5925925925925926,1.0,0.020962962962962964,0.0009629629629629631,0.012296296296296296,0.0,749.9999999999999,0.5925925925925926,0.5925925925925926,,,,,,,,,,48,scorpio_style_slo_guard,0.6296296296296297,0.6296296296296297,True,0.011,0.001,0.002,0.37037037037037035,3.3830845771144276,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.15384615384615385,1.0,0.04023076923076923,0.0008461538461538464,0.03261538461538461,0.0,236.36363636363637,0.15384615384615385,0.15384615384615385,63,scorpio_style_slo_guard,0.46153846153846156,0.46153846153846156,True,0.011000000000000001,0.001,0.002,0.5384615384615384,1.199040767386091,1.0,1.0
sarathi_faithful,0.15384615384615385,1.0,0.04023076923076923,0.0008461538461538464,0.03261538461538461,0.0,236.36363636363637,0.15384615384615385,0.15384615384615385,long_prefill_overlap,,,,,,,,,,,,,,,,,,,63,scorpio_style_slo_guard,0.46153846153846156,0.46153846153846156,True,0.011000000000000001,0.001,0.002,0.5384615384615384,1.199040767386091,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.15384615384615385,1.0,0.04023076923076923,0.0008461538461538464,0.03261538461538461,0.0,236.36363636363637,0.15384615384615385,0.15384615384615385,,,,,,,,,,63,scorpio_style_slo_guard,0.46153846153846156,0.46153846153846156,True,0.011000000000000001,0.001,0.002,0.5384615384615384,1.199040767386091,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.2727272727272727,1.0,0.037,0.0009090909090909093,0.028818181818181823,0.0,224.48979591836735,0.2727272727272727,0.2727272727272727,73,scorpio_style_slo_guard,0.45454545454545453,0.45454545454545453,True,0.011000000000000001,0.001,0.002,0.5454545454545454,0.9992006394884092,1.0,1.0
sarathi_faithful,0.2727272727272727,1.0,0.037,0.0009090909090909093,0.028818181818181823,0.0,224.48979591836735,0.2727272727272727,0.2727272727272727,long_prefill_overlap,,,,,,,,,,,,,,,,,,,73,scorpio_style_slo_guard,0.45454545454545453,0.45454545454545453,True,0.011000000000000001,0.001,0.002,0.5454545454545454,0.9992006394884092,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.2727272727272727,1.0,0.037,0.0009090909090909093,0.028818181818181823,0.0,224.48979591836735,0.2727272727272727,0.2727272727272727,,,,,,,,,,73,scorpio_style_slo_guard,0.45454545454545453,0.45454545454545453,True,0.011000000000000001,0.001,0.002,0.5454545454545454,0.9992006394884092,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.13333333333333333,1.0,0.05799999999999999,0.0008000000000000004,0.04280000000000001,0.0,223.88059701492537,0.1333333333333333,0.13333333333333333,83,scorpio_style_slo_guard,0.8,0.8,True,0.020999999999999994,0.0010000000000000002,0.0020000000000000005,0.2,2.398081534772182,1.0,1.0
sarathi_faithful,0.13333333333333333,1.0,0.05799999999999999,0.0008000000000000004,0.04280000000000001,0.0,223.88059701492537,0.1333333333333333,0.13333333333333333,long_prefill_overlap,,,,,,,,,,,,,,,,,,,83,scorpio_style_slo_guard,0.8,0.8,True,0.020999999999999994,0.0010000000000000002,0.0020000000000000005,0.2,2.398081534772182,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.13333333333333333,1.0,0.05799999999999999,0.0008000000000000004,0.04280000000000001,0.0,223.88059701492537,0.1333333333333333,0.13333333333333333,,,,,,,,,,83,scorpio_style_slo_guard,0.8,0.8,True,0.020999999999999994,0.0010000000000000002,0.0020000000000000005,0.2,2.398081534772182,1.0,1.0
vllm_faithful,,,,,,,,,,admission_reorder_boundary,,,,,,,,,,0.6666666666666666,1.0,0.0155,0.0005,0.0085,0.0,206.8965517241379,0.6666666666666667,0.6666666666666666,87,edf,1.0,1.0,False,0.014666666666666666,0.0005,0.007666666666666666,0.0,200.0,1.0,1.0
sarathi_faithful,0.6666666666666666,1.0,0.0155,0.0005,0.0085,0.0,206.8965517241379,0.6666666666666667,0.6666666666666666,admission_reorder_boundary,,,,,,,,,,,,,,,,,,,87,edf,1.0,1.0,False,0.014666666666666666,0.0005,0.007666666666666666,0.0,200.0,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,admission_reorder_boundary,0.6666666666666666,1.0,0.0155,0.0005,0.0085,0.0,206.8965517241379,0.6666666666666667,0.6666666666666666,,,,,,,,,,87,edf,1.0,1.0,False,0.014666666666666666,0.0005,0.007666666666666666,0.0,200.0,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.046511627906976744,1.0,0.03088372093023256,0.000930232558139535,0.02251162790697675,0.0,1228.5714285714284,0.046511627906976716,0.046511627906976744,88,scorpio_style_slo_guard,0.5348837209302325,0.5348837209302325,True,0.011000000000000003,0.0010000000000000002,0.0020000000000000005,0.46511627906976744,4.596322941646682,1.0,1.0
sarathi_faithful,0.046511627906976744,1.0,0.03088372093023256,0.000930232558139535,0.02251162790697675,0.0,1228.5714285714284,0.046511627906976716,0.046511627906976744,long_prefill_overlap,,,,,,,,,,,,,,,,,,,88,scorpio_style_slo_guard,0.5348837209302325,0.5348837209302325,True,0.011000000000000003,0.0010000000000000002,0.0020000000000000005,0.46511627906976744,4.596322941646682,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.046511627906976744,1.0,0.03088372093023256,0.000930232558139535,0.02251162790697675,0.0,1228.5714285714284,0.046511627906976716,0.046511627906976744,,,,,,,,,,88,scorpio_style_slo_guard,0.5348837209302325,0.5348837209302325,True,0.011000000000000003,0.0010000000000000002,0.0020000000000000005,0.46511627906976744,4.596322941646682,1.0,1.0
vllm_faithful,,,,,,,,,,same_arrival_heterogeneous_cluster,,,,,,,,,,0.16666666666666666,1.0,0.14300000000000002,0.0008333333333333338,0.12966666666666668,0.0,28.98550724637681,0.16666666666666663,0.16666666666666666,100,edf,0.3333333333333333,1.0,False,0.10266666666666668,0.000833333333333333,0.08933333333333333,0.0,28.98550724637681,0.33333333333333337,0.3333333333333333
sarathi_faithful,0.16666666666666666,1.0,0.14300000000000002,0.0008333333333333338,0.12966666666666668,0.0,28.98550724637681,0.16666666666666663,0.16666666666666666,same_arrival_heterogeneous_cluster,,,,,,,,,,,,,,,,,,,100,edf,0.3333333333333333,1.0,False,0.10266666666666668,0.000833333333333333,0.08933333333333333,0.0,28.98550724637681,0.33333333333333337,0.3333333333333333
vllm_chunked_prefill_faithful,,,,,,,,,,same_arrival_heterogeneous_cluster,0.16666666666666666,1.0,0.14300000000000002,0.0008333333333333338,0.12966666666666668,0.0,28.98550724637681,0.16666666666666663,0.16666666666666666,,,,,,,,,,100,edf,0.3333333333333333,1.0,False,0.10266666666666668,0.000833333333333333,0.08933333333333333,0.0,28.98550724637681,0.33333333333333337,0.3333333333333333
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.11428571428571428,1.0,0.025142857142857144,0.0009714285714285709,0.02125714285714286,0.0,777.7777777777778,0.11428571428571432,0.11428571428571428,123,scorpio_style_slo_guard,0.2857142857142857,0.2857142857142857,True,0.006,0.0009999999999999998,0.0019999999999999996,0.7142857142857143,1.9868865487780647,1.0,1.0
sarathi_faithful,0.11428571428571428,1.0,0.025142857142857144,0.0009714285714285709,0.02125714285714286,0.0,777.7777777777778,0.11428571428571432,0.11428571428571428,long_prefill_overlap,,,,,,,,,,,,,,,,,,,123,scorpio_style_slo_guard,0.2857142857142857,0.2857142857142857,True,0.006,0.0009999999999999998,0.0019999999999999996,0.7142857142857143,1.9868865487780647,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.11428571428571428,1.0,0.025142857142857144,0.0009714285714285709,0.02125714285714286,0.0,777.7777777777778,0.11428571428571432,0.11428571428571428,,,,,,,,,,123,scorpio_style_slo_guard,0.2857142857142857,0.2857142857142857,True,0.006,0.0009999999999999998,0.0019999999999999996,0.7142857142857143,1.9868865487780647,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.4444444444444444,1.0,0.0918888888888889,0.0007777777777777778,0.06155555555555555,0.0,76.27118644067797,0.4444444444444444,0.4444444444444444,138,scorpio_style_slo_guard,0.7777777777777778,0.7777777777777778,True,0.041,0.001,0.002,0.2222222222222222,1.3988808952837728,1.0,1.0
sarathi_faithful,0.4444444444444444,1.0,0.0918888888888889,0.0007777777777777778,0.06155555555555555,0.0,76.27118644067797,0.4444444444444444,0.4444444444444444,long_prefill_overlap,,,,,,,,,,,,,,,,,,,138,scorpio_style_slo_guard,0.7777777777777778,0.7777777777777778,True,0.041,0.001,0.002,0.2222222222222222,1.3988808952837728,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.4444444444444444,1.0,0.0918888888888889,0.0007777777777777778,0.06155555555555555,0.0,76.27118644067797,0.4444444444444444,0.4444444444444444,,,,,,,,,,138,scorpio_style_slo_guard,0.7777777777777778,0.7777777777777778,True,0.041,0.001,0.002,0.2222222222222222,1.3988808952837728,1.0,1.0
vllm_faithful,,,,,,,,,,admission_reorder_boundary,,,,,,,,,,0.6666666666666666,1.0,0.016999999999999998,0.0006666666666666666,0.009333333333333332,0.0,206.8965517241379,0.6666666666666667,0.6666666666666666,142,edf,1.0,1.0,False,0.016833333333333336,0.0006666666666666666,0.009166666666666665,0.0,187.5,1.0,1.0
sarathi_faithful,0.6666666666666666,1.0,0.016999999999999998,0.0006666666666666666,0.009333333333333332,0.0,206.8965517241379,0.6666666666666667,0.6666666666666666,admission_reorder_boundary,,,,,,,,,,,,,,,,,,,142,edf,1.0,1.0,False,0.016833333333333336,0.0006666666666666666,0.009166666666666665,0.0,187.5,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,admission_reorder_boundary,0.6666666666666666,1.0,0.016999999999999998,0.0006666666666666666,0.009333333333333332,0.0,206.8965517241379,0.6666666666666667,0.6666666666666666,,,,,,,,,,142,edf,1.0,1.0,False,0.016833333333333336,0.0006666666666666666,0.009166666666666665,0.0,187.5,1.0,1.0
vllm_faithful,,,,,,,,,,kv_pressure_admission_order,,,,,,,,,,0.6666666666666666,1.0,0.041666666666666664,0.0006666666666666666,0.028999999999999998,0.0,61.224489795918366,0.6666666666666667,0.6666666666666666,149,edf,1.0,1.0,False,0.04033333333333333,0.0006666666666666666,0.027666666666666662,0.0,48.38709677419355,1.0,1.0
sarathi_faithful,0.6666666666666666,1.0,0.041666666666666664,0.0006666666666666666,0.028999999999999998,0.0,61.224489795918366,0.6666666666666667,0.6666666666666666,kv_pressure_admission_order,,,,,,,,,,,,,,,,,,,149,edf,1.0,1.0,False,0.04033333333333333,0.0006666666666666666,0.027666666666666662,0.0,48.38709677419355,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,kv_pressure_admission_order,0.6666666666666666,1.0,0.041666666666666664,0.0006666666666666666,0.028999999999999998,0.0,61.224489795918366,0.6666666666666667,0.6666666666666666,,,,,,,,,,149,edf,1.0,1.0,False,0.04033333333333333,0.0006666666666666666,0.027666666666666662,0.0,48.38709677419355,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.10526315789473684,1.0,0.045894736842105266,0.0008421052631578948,0.029894736842105266,0.0,296.875,0.10526315789473684,0.10526315789473684,153,scorpio_style_slo_guard,0.8421052631578947,0.8421052631578947,True,0.020999999999999998,0.001,0.002,0.15789473684210525,3.190428713858425,1.0,1.0
sarathi_faithful,0.10526315789473684,1.0,0.045894736842105266,0.0008421052631578948,0.029894736842105266,0.0,296.875,0.10526315789473684,0.10526315789473684,long_prefill_overlap,,,,,,,,,,,,,,,,,,,153,scorpio_style_slo_guard,0.8421052631578947,0.8421052631578947,True,0.020999999999999998,0.001,0.002,0.15789473684210525,3.190428713858425,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.10526315789473684,1.0,0.045894736842105266,0.0008421052631578948,0.029894736842105266,0.0,296.875,0.10526315789473684,0.10526315789473684,,,,,,,,,,153,scorpio_style_slo_guard,0.8421052631578947,0.8421052631578947,True,0.020999999999999998,0.001,0.002,0.15789473684210525,3.190428713858425,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.05555555555555555,1.0,0.11733333333333335,0.0009166666666666671,0.09991666666666668,0.0,260.86956521739125,0.05555555555555558,0.05555555555555555,163,scorpio_style_slo_guard,0.9166666666666666,0.9166666666666666,True,0.020999999999999998,0.001,0.002,0.08333333333333333,6.558028616852146,1.0,1.0
sarathi_faithful,0.05555555555555555,1.0,0.11733333333333335,0.0009166666666666671,0.09991666666666668,0.0,260.86956521739125,0.05555555555555558,0.05555555555555555,long_prefill_overlap,,,,,,,,,,,,,,,,,,,163,scorpio_style_slo_guard,0.9166666666666666,0.9166666666666666,True,0.020999999999999998,0.001,0.002,0.08333333333333333,6.558028616852146,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.05555555555555555,1.0,0.11733333333333335,0.0009166666666666671,0.09991666666666668,0.0,260.86956521739125,0.05555555555555558,0.05555555555555555,,,,,,,,,,163,scorpio_style_slo_guard,0.9166666666666666,0.9166666666666666,True,0.020999999999999998,0.001,0.002,0.08333333333333333,6.558028616852146,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.03333333333333333,1.0,0.04036666666666667,0.0009666666666666663,0.0365,0.0,666.6666666666667,0.033333333333333326,0.03333333333333333,188,scorpio_style_slo_guard,0.3,0.3,True,0.006,0.001,0.002,0.7,1.7985611510791366,1.0,1.0
sarathi_faithful,0.03333333333333333,1.0,0.04036666666666667,0.0009666666666666663,0.0365,0.0,666.6666666666667,0.033333333333333326,0.03333333333333333,long_prefill_overlap,,,,,,,,,,,,,,,,,,,188,scorpio_style_slo_guard,0.3,0.3,True,0.006,0.001,0.002,0.7,1.7985611510791366,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,long_prefill_overlap,0.03333333333333333,1.0,0.04036666666666667,0.0009666666666666663,0.0365,0.0,666.6666666666667,0.033333333333333326,0.03333333333333333,,,,,,,,,,188,scorpio_style_slo_guard,0.3,0.3,True,0.006,0.001,0.002,0.7,1.7985611510791366,1.0,1.0
vllm_faithful,,,,,,,,,,same_arrival_heterogeneous_cluster,,,,,,,,,,0.8333333333333334,1.0,0.04833333333333333,0.0008333333333333334,0.0375,0.0,103.44827586206895,0.8333333333333334,0.8333333333333334,195,edf,1.0,1.0,False,0.048499999999999995,0.0008333333333333332,0.03766666666666667,0.0,75.0,1.0,1.0
sarathi_faithful,0.8333333333333334,1.0,0.04833333333333333,0.0008333333333333334,0.0375,0.0,103.44827586206895,0.8333333333333334,0.8333333333333334,same_arrival_heterogeneous_cluster,,,,,,,,,,,,,,,,,,,195,edf,1.0,1.0,False,0.048499999999999995,0.0008333333333333332,0.03766666666666667,0.0,75.0,1.0,1.0
vllm_chunked_prefill_faithful,,,,,,,,,,same_arrival_heterogeneous_cluster,0.8333333333333334,1.0,0.04833333333333333,0.0008333333333333334,0.0375,0.0,103.44827586206895,0.8333333333333334,0.8333333333333334,,,,,,,,,,195,edf,1.0,1.0,False,0.048499999999999995,0.0008333333333333332,0.03766666666666667,0.0,75.0,1.0,1.0
vllm_faithful,,,,,,,,,,long_prefill_overlap,,,,,,,,,,0.07407407407407407,1.0,0.18122222222222217,0.000888888888888889,0.111,0.0,137.05583756345177,0.07407407407407407,0.07407407407407407,198,scorpio_style_slo_guard,0.8888888888888888,0.8888888888888888,True,0.081,0.001,0.002,0.1111111111111111,4.796163069544364,1.0,1.0
