active_cap_binding_states,arrival_multiplier,axis,axis_value,canonical_action_collapse_states,canonical_disagreement_states,completion_fraction_mean,condition_id,disagreement_rate,invalid_window_count,kv_cap_binding_states,latency_outcomes_used_for_regime_selection,max_active_pressure,max_active_sequences,max_active_sequences_param,max_kv_pressure,max_kv_tokens_param,max_kv_utilization,max_queue_length,mean_active_pressure,mean_active_sequences,mean_kv_pressure,mean_kv_utilization,mean_queue_length,near_kv_binding_states,no_choice_states,policy_ranking_difference_states,pressure_order,requests,sbs_decision_states,schema_version,source_dataset,token_budget_binding_states,unfinished_request_count,unique_non_sbs_canonical_actions,valid_window_count,validity_classes,windows,windows_with_disagreement
0,8.0,arrival_pressure,8.0,415,0,1.0,arrival_x8p0,0.0,0,0,False,0.20703125,106,512,0.0044175,8000000,0.0044175,12,0.010029631700574275,5.135171430694029,0.0007276704962760307,0.0007276704962760307,0.09022618606723166,0,47906,415,4,4000,47906,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,8000000.0,216,0,1.0,kv_8000000,0.0,0,0,False,0.025390625,13,512,0.002688,8000000,0.002688,5,0.002736081806229655,1.4008738847895834,0.0003567856740329474,0.0003567856740329474,0.04403290001949967,0,94407,216,0,4000,94407,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,240000.0,216,0,1.0,kv_240000,0.0,0,0,False,0.025390625,13,512,0.0896,240000,0.0896,5,0.002736081806229655,1.4008738847895834,0.011892855801098244,0.011892855801098244,0.04403290001949967,0,94407,216,1,4000,94407,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,120000.0,216,0,1.0,kv_120000,0.0,0,0,False,0.025390625,13,512,0.1792,120000,0.1792,5,0.002736081806229655,1.4008738847895834,0.023785711602196488,0.023785711602196488,0.04403290001949967,0,94407,216,2,4000,94407,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,60000.0,216,0,1.0,kv_60000,0.0,0,0,False,0.025390625,13,512,0.3584,60000,0.3584,5,0.002736081806229655,1.4008738847895834,0.047571423204392976,0.047571423204392976,0.04403290001949967,0,94407,216,3,4000,94407,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,32000.0,216,0,1.0,kv_32000,0.0,0,0,False,0.025390625,13,512,0.672,32000,0.672,5,0.002736081806229655,1.4008738847895834,0.08919641850823683,0.08919641850823683,0.04403290001949967,0,94407,216,4,4000,94407,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,16000.0,214,431,1.0,kv_16000,0.004561087888248055,0,415,False,0.025390625,13,512,1.376,16000,1.376,5,0.0027319967110572855,1.3987823160613302,0.1782608790720986,0.1782608790720986,0.05696294997460394,160,94064,308,5,4000,94495,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,0,49,20,"VALID_PARTIALLY_CONSTRAINED,VALID_STRONGLY_CONSTRAINED,VALID_UNCONSTRAINED",20,14
0,1.0,kv_capacity,8000.0,36466,6036153,0.9385,kv_8000,0.9895848668832244,20,5900429,False,0.021484375,11,512,1.772375,8000,1.772375,29,3.734316601750045e-05,0.01911970100096023,0.00401873777100485,0.00401873777100485,11.238026567629266,905,63529,4495271,6,4000,6099682,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_code,0,246,1956,0,INVALID_HORIZON_TRUNCATED,20,20
0,1.0,active_sequence_capacity,512.0,19,0,1.0,active_512,0.0,0,0,False,0.015625,8,512,0.00185425,8000000,0.00185425,3,0.0034997760650885045,1.7918853453253143,0.00028007092965191756,0.00028007092965191756,0.006817275156398621,0,592176,19,0,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,64.0,19,0,1.0,active_64,0.0,0,0,False,0.125,8,64,0.00185425,8000000,0.00185425,3,0.027998208520708036,1.7918853453253143,0.00028007092965191756,0.00028007092965191756,0.006817275156398621,0,592176,19,1,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,32.0,19,0,1.0,active_32,0.0,0,0,False,0.25,8,32,0.00185425,8000000,0.00185425,3,0.05599641704141607,1.7918853453253143,0.00028007092965191756,0.00028007092965191756,0.006817275156398621,0,592176,19,2,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,16.0,19,0,1.0,active_16,0.0,0,0,False,0.5,8,16,0.00185425,8000000,0.00185425,3,0.11199283408283214,1.7918853453253143,0.00028007092965191756,0.00028007092965191756,0.006817275156398621,0,592176,19,3,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
68,1.0,active_sequence_capacity,8.0,19,0,1.0,active_8,0.0,0,0,False,1.0,8,8,0.00185425,8000000,0.00185425,3,0.2239856681656643,1.7918853453253143,0.00028007092965191756,0.00028007092965191756,0.006817275156398621,0,592176,19,4,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,"VALID_PARTIALLY_CONSTRAINED,VALID_STRONGLY_CONSTRAINED,VALID_UNCONSTRAINED",20,0
40825,1.0,active_sequence_capacity,4.0,1884,64,1.0,active_4,0.00010759159575147686,0,0,False,1.0,4,4,0.001652375,8000000,0.001652375,4,0.4459002612314425,1.78360104492577,0.00027877396304177524,0.00027877396304177524,0.03628763500408001,0,594778,1915,5,4000,594842,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,51,20,VALID_STRONGLY_CONSTRAINED,20,17
0,0.5,arrival_pressure,0.5,11,0,1.0,arrival_x0p5,0.0,0,0,False,0.01171875,6,512,0.00149875,8000000,0.00149875,2,0.002656010264205013,1.3598772552729665,0.00021246497494434874,0.00021246497494434874,0.005178496593648499,0,779674,11,0,4000,779674,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,arrival_pressure,1.0,19,0,1.0,arrival_x1p0,0.0,0,0,False,0.015625,8,512,0.00185425,8000000,0.00185425,3,0.0034997760650885045,1.7918853453253143,0.00028007092965191756,0.00028007092965191756,0.006817275156398621,0,592176,19,1,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,2.0,arrival_pressure,2.0,32,0,1.0,arrival_x2p0,0.0,0,0,False,0.021484375,11,512,0.002368,8000000,0.002368,3,0.005522327527755418,2.827431694210774,0.00044200699577381637,0.00044200699577381637,0.01073835300221811,0,375289,32,2,4000,375289,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,4.0,arrival_pressure,4.0,48,0,1.0,arrival_x4p0,0.0,0,0,False,0.03125,16,512,0.0027745,8000000,0.0027745,3,0.010051499101154878,5.146367539791298,0.0008043724910585029,0.0008043724910585029,0.019511254860992106,0,206443,48,3,4000,206443,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,8.0,arrival_pressure,8.0,72,0,1.0,arrival_x8p0,0.0,0,0,False,0.046875,24,512,0.0040365,8000000,0.0040365,3,0.019066875625257013,9.76224032013159,0.0015246262412128863,0.0015246262412128863,0.03696627168721911,0,108956,72,4,4000,108956,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,8000000.0,19,0,1.0,kv_8000000,0.0,0,0,False,0.015625,8,512,0.00185425,8000000,0.00185425,3,0.0034997760650885045,1.7918853453253143,0.00028007092965191756,0.00028007092965191756,0.006817275156398621,0,592176,19,0,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,240000.0,19,0,1.0,kv_240000,0.0,0,0,False,0.015625,8,512,0.06180833333333333,240000,0.06180833333333333,3,0.0034997760650885045,1.7918853453253143,0.00933569765506392,0.00933569765506392,0.006817275156398621,0,592176,19,1,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,120000.0,19,0,1.0,kv_120000,0.0,0,0,False,0.015625,8,512,0.12361666666666667,120000,0.12361666666666667,3,0.0034997760650885045,1.7918853453253143,0.01867139531012784,0.01867139531012784,0.006817275156398621,0,592176,19,2,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,60000.0,19,0,1.0,kv_60000,0.0,0,0,False,0.015625,8,512,0.24723333333333333,60000,0.24723333333333333,3,0.0034997760650885045,1.7918853453253143,0.03734279062025568,0.03734279062025568,0.006817275156398621,0,592176,19,3,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,32000.0,19,0,1.0,kv_32000,0.0,0,0,False,0.015625,8,512,0.4635625,32000,0.4635625,3,0.0034997760650885045,1.7918853453253143,0.0700177324129794,0.0700177324129794,0.006817275156398621,0,592176,19,4,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,16000.0,19,93,1.0,kv_16000,0.00015704790467698792,0,0,False,0.015625,8,512,0.74,16000,0.74,3,0.0034997760650885045,1.7918853453253143,0.14003547343711303,0.14003547343711303,0.006997745543730763,0,592083,19,5,4000,592176,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,0,1,20,VALID_UNCONSTRAINED,20,1
0,1.0,kv_capacity,8000.0,577,267757,0.99975,kv_8000,0.31470352823090114,1,23871,False,0.01171875,6,512,1.08875,8000,1.08875,3,0.0033218746678987934,1.7007998299641822,0.2651545747491121,0.2651545747491121,0.08402486971780315,221,583066,1110,6,4000,850823,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,azure_2023_conv,0,1,187,19,"INVALID_HORIZON_TRUNCATED,VALID_PARTIALLY_CONSTRAINED,VALID_STRONGLY_CONSTRAINED",20,20
0,1.0,active_sequence_capacity,512.0,55,0,1.0,active_512,0.0,0,0,False,0.005859375,3,512,0.000537875,8000000,0.000537875,3,0.0019746609584023866,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,0,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,64.0,55,0,1.0,active_64,0.0,0,0,False,0.046875,3,64,0.000537875,8000000,0.000537875,3,0.015797287667219093,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,1,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,32.0,55,0,1.0,active_32,0.0,0,0,False,0.09375,3,32,0.000537875,8000000,0.000537875,3,0.031594575334438185,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,2,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,16.0,55,0,1.0,active_16,0.0,0,0,False,0.1875,3,16,0.000537875,8000000,0.000537875,3,0.06318915066887637,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,3,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,8.0,55,0,1.0,active_8,0.0,0,0,False,0.375,3,8,0.000537875,8000000,0.000537875,3,0.12637830133775274,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,4,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,active_sequence_capacity,4.0,55,0,1.0,active_4,0.0,0,0,False,0.75,3,4,0.000537875,8000000,0.000537875,3,0.2527566026755055,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,5,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,"VALID_PARTIALLY_CONSTRAINED,VALID_UNCONSTRAINED",20,0
0,0.5,arrival_pressure,0.5,55,0,1.0,arrival_x0p5,0.0,0,0,False,0.005859375,3,512,0.000537875,8000000,0.000537875,3,0.0019739128249907046,1.0106433663952408,0.00012915935606515374,0.00012915935606515374,0.0039618530780460865,0,1017183,55,0,4000,1017183,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,arrival_pressure,1.0,55,0,1.0,arrival_x1p0,0.0,0,0,False,0.005859375,3,512,0.000537875,8000000,0.000537875,3,0.0019746609584023866,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,1,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,2.0,arrival_pressure,2.0,55,0,1.0,arrival_x2p0,0.0,0,0,False,0.005859375,3,512,0.000537875,8000000,0.000537875,3,0.001979332368982949,1.01341817291927,0.0001295118352888494,0.0001295118352888494,0.003972439306816691,0,1014341,55,2,4000,1014341,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,4.0,arrival_pressure,4.0,55,0,1.0,arrival_x4p0,0.0,0,0,False,0.005859375,3,512,0.000620875,8000000,0.000620875,3,0.0020024661124785053,1.0252626495889947,0.00013105776418403565,0.00013105776418403565,0.004018913735806576,0,1002741,55,3,4000,1002741,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,8.0,arrival_pressure,8.0,55,0,1.0,arrival_x8p0,0.0,0,0,False,0.005859375,3,512,0.000742125,8000000,0.000742125,3,0.002059515653776622,1.0544720147336304,0.00013491801838798833,0.00013491801838798833,0.0041343372408502695,0,975579,55,4,4000,975579,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,8000000.0,55,0,1.0,kv_8000000,0.0,0,0,False,0.005859375,3,512,0.000537875,8000000,0.000537875,3,0.0019746609584023866,1.011026410702022,0.0001292066228327803,0.0001292066228327803,0.0039632237896541946,0,1016761,55,0,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,240000.0,55,0,1.0,kv_240000,0.0,0,0,False,0.005859375,3,512,0.017929166666666666,240000,0.017929166666666666,3,0.0019746609584023866,1.011026410702022,0.004306887427759342,0.004306887427759342,0.0039632237896541946,0,1016761,55,1,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,120000.0,55,0,1.0,kv_120000,0.0,0,0,False,0.005859375,3,512,0.03585833333333333,120000,0.03585833333333333,3,0.0019746609584023866,1.011026410702022,0.008613774855518685,0.008613774855518685,0.0039632237896541946,0,1016761,55,2,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,60000.0,55,0,1.0,kv_60000,0.0,0,0,False,0.005859375,3,512,0.07171666666666666,60000,0.07171666666666666,3,0.0019746609584023866,1.011026410702022,0.01722754971103737,0.01722754971103737,0.0039632237896541946,0,1016761,55,3,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,32000.0,55,0,1.0,kv_32000,0.0,0,0,False,0.005859375,3,512,0.13446875,32000,0.13446875,3,0.0019746609584023866,1.011026410702022,0.032301655708195064,0.032301655708195064,0.0039632237896541946,0,1016761,55,4,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,16000.0,55,0,1.0,kv_16000,0.0,0,0,False,0.005859375,3,512,0.2689375,16000,0.2689375,3,0.0019746609584023866,1.011026410702022,0.06460331141639013,0.06460331141639013,0.0039632237896541946,0,1016761,55,5,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
0,1.0,kv_capacity,8000.0,55,0,1.0,kv_8000,0.0,0,0,False,0.005859375,3,512,0.537875,8000,0.537875,3,0.0019746609584023866,1.011026410702022,0.12920662283278025,0.12920662283278025,0.0039632237896541946,0,1016761,55,6,4000,1016761,fresh_production_latency_headroom_confirmatory_v1.support_result.0.0,burstgpt,0,0,0,20,VALID_UNCONSTRAINED,20,0
