n_rows,estf_fraction,wfs_fraction,tie_fraction,regret_weighted_dominant_parent,dominant_parent_row_fraction,dominant_parent_regret_to_state_envelope_mean,within_sequence_switching_frequency,oracle_utility_advantage_best_parent_over_other,scenario_key,configuration_group_id,favored_tenant_size
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,8.75,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260825,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
6,0.0,0.8333333333333334,0.16666666666666666,WFS,0.8333333333333334,0.0,0.0,15.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260826,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,15.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260827,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
7,0.0,1.0,0.0,WFS,1.0,0.0,0.0,8.142857142857142,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260828,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,19.666666666666668,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260829,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
10,0.0,0.8,0.2,WFS,0.8,0.0,0.0,8.2,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260830,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,36.666666666666664,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260831,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
9,0.0,0.8888888888888888,0.1111111111111111,WFS,0.8888888888888888,0.0,0.0,6.111111111111111,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260832,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,0.75,0.25,WFS,0.75,0.0,0.0,11.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260833,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
8,0.25,0.375,0.375,ESTF,0.375,1.0,0.5,0.375,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260834,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.25,0.75,0.0,WFS,0.75,0.25,0.3333333333333333,13.75,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260835,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,26.4,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260836,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,42.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.1000.skew5.0000.favlong.noise0.00.s20260837,util1.1000.skew5.0000.favlong.noise0.00.n120.maxseq1,long
8,0.0,1.0,0.0,WFS,1.0,0.0,0.0,48.625,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260816,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,19.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260817,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
6,0.16666666666666666,0.8333333333333334,0.0,WFS,0.8333333333333334,0.16666666666666666,0.2,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260818,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,24.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260819,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,38.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260820,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
6,0.0,1.0,0.0,WFS,1.0,0.0,0.0,4.833333333333333,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260821,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,11.333333333333334,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260822,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
5,0.0,0.6,0.4,WFS,0.6,0.0,0.0,13.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260823,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,34.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260824,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,21.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260825,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,13.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260826,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,18.8,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260827,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
8,0.0,0.375,0.625,WFS,0.625,0.0,0.0,1.75,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260828,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,28.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260829,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
9,0.0,1.0,0.0,WFS,1.0,0.0,0.0,24.666666666666668,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260830,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,43.333333333333336,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260831,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,12.75,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260832,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,27.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260833,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,0.75,0.25,WFS,0.75,0.0,0.0,1.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260834,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,0.0,1.0,0.0,WFS,1.0,0.0,0.0,17.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260835,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,29.333333333333332,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260836,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
5,0.0,1.0,0.0,WFS,1.0,0.0,0.0,8.6,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favlong.noise0.30.s20260837,util1.3000.skew5.0000.favlong.noise0.30.n120.maxseq1,long
4,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,10.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260817,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,8.333333333333334,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260818,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
2,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260819,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,8.333333333333334,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260820,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
4,0.75,0.0,0.25,ESTF,0.75,0.0,0.0,7.5,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260821,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
4,0.25,0.0,0.75,ESTF,0.75,0.0,0.0,1.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260822,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260823,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,6.666666666666667,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260824,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,13.333333333333334,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260826,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
4,0.75,0.0,0.25,ESTF,0.75,0.0,0.0,6.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260827,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,11.666666666666666,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260829,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
3,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260830,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
1,0.0,0.0,1.0,TIE,1.0,0.0,0.0,0.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260831,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
5,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,19.6,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260832,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
4,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260833,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
2,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260834,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
4,0.75,0.0,0.25,ESTF,0.75,0.0,0.0,5.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260835,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
5,1.0,0.0,0.0,ESTF,1.0,0.0,0.0,17.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.3000.skew5.0000.favshort.noise0.30.s20260836,util1.3000.skew5.0000.favshort.noise0.30.n120.maxseq1,short
4,0.0,0.75,0.25,WFS,0.75,0.0,0.0,61.25,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260816,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
5,0.0,0.6,0.4,WFS,0.6,0.0,0.0,67.6,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260817,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,14.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260818,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
3,0.0,1.0,0.0,WFS,1.0,0.0,0.0,43.0,FAMILY_A_ORACLE_POLICY_V1::fs2.util1.5000.skew10.0000.favlong.noise0.00.s20260819,util1.5000.skew10.0000.favlong.noise0.00.n120.maxseq1,long
