scenario_id,policy_name,eval_id,arrival_normalized_weighted_goodput,unweighted_slo_success_rate,completion_fraction,mean_ttft,p95_ttft,p99_ttft,mean_tpot,p95_tpot,mean_queuing_delay,mean_prefill_delay_s,request_throughput,token_throughput,global_tbt_attainment,decode_stalled_steps,cumulative_decode_tokens_deferred,steps_with_prefill_while_decode_deferred,prefill_stalled_steps,cumulative_prefill_requests_stalled,budget_saturation_fraction,mean_num_decoding,mean_num_prefilling,fraction_prefill_tokens_while_decodes_active,mean_theoretical_chunks,mean_interchunk_extra_wait_s,steps_decode_active_prefill_stalled,mean_num_prefilling_saturated,mean_num_decoding_saturated,n_saturated_steps,status,composition_id,parent_policy,split,seed,run_config_id
pd2.hog24.late40.slohog_ttft.s20260822,full_prefill,178c76a3e36ee7f7,0.671875,0.671875,1.0,0.3221356136742072,0.42625464748742625,0.4400273176479914,0.0009999999999999998,0.0010000000000000009,0.0005262386742071112,0.321609375,97.85932721712538,7506.1162079510705,1.0,0,0,0,525,19927,0.8061068702290076,7.4946564885496185,31.326717557251907,0.9522523463495427,1.0,0.320609375,503,38.85795454545455,4.640151515151516,528,success,prefill_control_composition,full_prefill,train,20261201,39b54d547d3f
pd2.hog24.late40.slohog_ttft.s20260822,chunked_prefill_small,8c533897b866eaab,0.625,0.625,1.0,0.31347936367420715,0.45635553396574835,0.5969451542170934,0.001,0.0010000000000000009,0.0005262386742071112,0.31295312500000005,83.66013071895425,6416.993464052288,1.0,0,0,0,452,15698,0.597911227154047,6.408616187989556,26.06396866840731,0.9575157791074173,65.90625,0.247046875,452,42.36244541484716,4.890829694323144,458,success,prefill_control_composition,chunked_prefill_small,train,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260820,full_prefill,29960aed58fd971e,0.375,0.375,1.0,0.3252965495397572,0.4387064134730961,0.45256262538075265,0.0009999999999999996,0.0010000000000000005,0.0005465495397571636,0.32475000000000004,97.70992366412213,8354.198473282442,1.0,0,0,0,526,20127,0.8064024390243902,8.341463414634147,31.585365853658537,0.9446738109787907,1.0,0.32375000000000004,500,39.16257088846881,5.274102079395085,529,success,prefill_control_composition,full_prefill,train,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260820,chunked_prefill_small,cba0c67e3b321a1e,0.40625,0.40625,1.0,0.3236715495397572,0.47997595952938105,0.5334080531589281,0.001,0.0010000000000000009,0.0005465495397571636,0.323125,88.39779005524862,7558.011049723757,1.0,0,0,0,482,16337,0.6744827586206896,7.547586206896551,28.435862068965516,0.9792526791170465,65.890625,0.257234375,482,41.49284253578732,5.40081799591002,489,success,prefill_control_composition,chunked_prefill_small,train,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260821,full_prefill,dbcfa58a015a0e0e,0.375,0.375,1.0,0.2905716107260084,0.4052877401435596,0.40883711233216696,0.0010000000000000002,0.0010000000000000009,0.0005559857260083917,0.290015625,105.09031198686371,8927.750410509032,1.0,0,0,0,479,17952,0.7901639344262295,8.91311475409836,30.32295081967213,0.9329538525754085,1.0,0.289015625,450,38.365145228215766,5.873443983402489,482,success,prefill_control_composition,full_prefill,train,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260821,chunked_prefill_small,3fad21d78d59fc85,0.40625,0.40625,1.0,0.2784309857260084,0.43650732438974427,0.4881359313827808,0.001,0.0010000000000000005,0.0005559857260083916,0.277875,89.88764044943821,7636.2359550561805,1.0,0,0,0,432,13804,0.6072931276297335,7.625525946704068,24.85273492286115,0.973810098662269,60.015625,0.21785937500000002,430,39.99076212471132,6.713625866050808,433,success,prefill_control_composition,chunked_prefill_small,train,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260822,full_prefill,9c68fe2a2cbcd7c5,0.375,0.375,1.0,0.3221356136742072,0.42625464748742625,0.4400273176479914,0.0009999999999999998,0.0010000000000000009,0.0005262386742071112,0.321609375,97.85932721712538,7506.1162079510705,1.0,0,0,0,525,19927,0.8061068702290076,7.4946564885496185,31.326717557251907,0.9522523463495427,1.0,0.320609375,503,38.85795454545455,4.640151515151516,528,success,prefill_control_composition,full_prefill,train,20261201,39b54d547d3f
pd2.hog24.late40.slolate_ttft.s20260822,chunked_prefill_small,200fab90ea3889db,0.390625,0.390625,1.0,0.31347936367420715,0.45635553396574835,0.5969451542170934,0.001,0.0010000000000000009,0.0005262386742071112,0.31295312500000005,83.66013071895425,6416.993464052288,1.0,0,0,0,452,15698,0.597911227154047,6.408616187989556,26.06396866840731,0.9575157791074173,65.90625,0.247046875,452,42.36244541484716,4.890829694323144,458,success,prefill_control_composition,chunked_prefill_small,train,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260820,full_prefill,c6bb488c1e22e88d,0.5,0.5,1.0,0.17043970234301298,0.25711345363339116,0.2651071240829326,0.001,0.0010000000000000005,0.0005230356763463087,0.1699166666666667,56.20608899297424,4580.796252927401,1.0,0,0,0,296,3731,0.6985981308411215,4.570093457943925,9.47196261682243,0.9023902811012648,1.0,0.1689166666666667,270,13.551839464882944,3.9096989966555182,299,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260822,full_prefill,75349f1d5fc020ae,0.625,0.625,1.0,0.173404329538983,0.2531808193733505,0.26044057156358014,0.001,0.0010000000000000009,0.0005293295389829782,0.172875,56.872037914691944,4642.18009478673,1.0,0,0,0,290,3807,0.6950354609929078,4.631205673758865,9.75177304964539,0.9143360036407199,1.0,0.171875,268,14.02721088435374,4.23469387755102,294,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260821,chunked_prefill_small,d8302108f1b76f09,0.5,0.5,1.0,0.13330438988458726,0.3132603421375078,0.32421134668354556,0.001,0.0010000000000000005,0.0005127232179205771,0.13279166666666667,55.81395348837209,4723.2558139534885,1.0,0,0,0,144,1099,0.345707656612529,4.7122969837587005,7.338747099767981,0.9789060282735926,85.16666666666667,0.047625,144,15.449664429530202,4.919463087248322,149,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260822,chunked_prefill_small,3162eb2e1b2c9042,0.5,0.5,1.0,0.17423766287231626,0.3392473857906576,0.3740425502667363,0.001,0.0010000000000000009,0.0005293295389829782,0.17370833333333335,51.83585313174946,4231.101511879049,1.0,0,0,0,182,1783,0.4073275862068966,4.2219827586206895,8.933189655172415,0.9748696635680393,97.66666666666667,0.07604166666666666,182,17.50793650793651,3.64021164021164,189,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260820,full_prefill,853eed2507b2bf01,0.5416666666666666,0.5416666666666666,1.0,0.17043970234301298,0.25711345363339116,0.2651071240829326,0.001,0.0010000000000000005,0.0005230356763463087,0.1699166666666667,56.20608899297424,4580.796252927401,1.0,0,0,0,296,3731,0.6985981308411215,4.570093457943925,9.47196261682243,0.9023902811012648,1.0,0.1689166666666667,270,13.551839464882944,3.9096989966555182,299,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260821,full_prefill,c196632a6574ebb7,0.5833333333333334,0.5833333333333334,1.0,0.1468460565512539,0.21816910082774868,0.22234779589496156,0.001,0.0010000000000000002,0.0005127232179205771,0.14633333333333334,62.5,5289.0625,1.0,0,0,0,253,3209,0.6649350649350649,5.275324675324676,9.05974025974026,0.8743259517216516,1.0,0.14533333333333331,224,13.609375,4.13671875,256,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260821,full_prefill,74a39a49bc88a40f,0.5416666666666666,0.5416666666666666,1.0,0.1468460565512539,0.21816910082774868,0.22234779589496156,0.001,0.0010000000000000002,0.0005127232179205771,0.14633333333333334,62.5,5289.0625,1.0,0,0,0,253,3209,0.6649350649350649,5.275324675324676,9.05974025974026,0.8743259517216516,1.0,0.14533333333333331,224,13.609375,4.13671875,256,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260821,chunked_prefill_small,da5bfb480633f117,0.6666666666666666,0.6666666666666666,1.0,0.13330438988458726,0.3132603421375078,0.32421134668354556,0.001,0.0010000000000000005,0.0005127232179205771,0.13279166666666667,55.81395348837209,4723.2558139534885,1.0,0,0,0,144,1099,0.345707656612529,4.7122969837587005,7.338747099767981,0.9789060282735926,85.16666666666667,0.047625,144,15.449664429530202,4.919463087248322,149,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260820,chunked_prefill_small,79466904350f28fb,0.5,0.5,1.0,0.17235636900967966,0.378914109431165,0.38624790483681154,0.001,0.0010000000000000005,0.0005230356763463087,0.1718333333333333,45.283018867924525,3690.566037735849,1.0,0,0,0,216,1695,0.4143126177024482,3.6836158192090394,7.721280602636535,0.9539890609797785,99.33333333333333,0.0725,216,15.75909090909091,3.5,220,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260822,full_prefill,81886c01f6f3eb06,0.5,0.5,1.0,0.173404329538983,0.2531808193733505,0.26044057156358014,0.001,0.0010000000000000009,0.0005293295389829782,0.172875,56.872037914691944,4642.18009478673,1.0,0,0,0,290,3807,0.6950354609929078,4.631205673758865,9.75177304964539,0.9143360036407199,1.0,0.171875,268,14.02721088435374,4.23469387755102,294,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260822,chunked_prefill_small,23f55545d79492f2,0.5416666666666666,0.5416666666666666,1.0,0.17423766287231626,0.3392473857906576,0.3740425502667363,0.001,0.0010000000000000009,0.0005293295389829782,0.17370833333333335,51.83585313174946,4231.101511879049,1.0,0,0,0,182,1783,0.4073275862068966,4.2219827586206895,8.933189655172415,0.9748696635680393,97.66666666666667,0.07604166666666666,182,17.50793650793651,3.64021164021164,189,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260820,chunked_prefill_small,4ab29ed9256af5b6,0.7083333333333334,0.7083333333333334,1.0,0.17235636900967966,0.378914109431165,0.38624790483681154,0.001,0.0010000000000000005,0.0005230356763463087,0.1718333333333333,45.283018867924525,3690.566037735849,1.0,0,0,0,216,1695,0.4143126177024482,3.6836158192090394,7.721280602636535,0.9539890609797785,99.33333333333333,0.0725,216,15.75909090909091,3.5,220,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260820,full_prefill,9e8fa37e525ed236,0.7884615384615384,0.7884615384615384,1.0,0.189056334413547,0.25765178938914196,0.26500795345926953,0.001,0.0010000000000000005,0.00044094979816238064,0.1886153846153846,119.54022988505747,10236.781609195403,1.0,0,0,0,304,9397,0.7041284403669725,10.213302752293577,22.376146788990827,0.9048205128205128,1.0,0.18761538461538457,278,31.77198697068404,4.495114006514658,307,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260821,full_prefill,bc5a6720f5281c0a,0.8076923076923077,0.8076923076923077,1.0,0.1408154866907221,0.22108643593942776,0.22287673646938946,0.001,0.0010000000000000002,0.000527025152260559,0.14028846153846156,134.02061855670104,10731.958762886597,1.0,0,0,0,261,6928,0.6786632390745502,10.704370179948587,18.619537275064268,0.8781586971071614,1.0,0.13928846153846153,232,27.424242424242426,3.9204545454545454,264,success,prefill_control_composition,full_prefill,val,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260821,chunked_prefill_small,77bd30ac70403092,0.7692307692307693,0.7692307692307693,1.0,0.1019501020753375,0.2827110749364449,0.31992988755840585,0.001,0.0010000000000000005,0.000527025152260559,0.10142307692307692,123.80952380952381,9914.285714285714,1.0,0,0,0,196,3058,0.47268408551068886,9.890736342042755,12.403800475059382,0.9155053171711163,40.75,0.06067307692307692,184,23.537688442211056,8.06532663316583,199,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late40.slohog_ttft.s20260820,chunked_prefill_small,598fb96249b1814a,0.7692307692307693,0.7692307692307693,1.0,0.16746018056739317,0.29801482071981145,0.3896469353204879,0.001,0.0010000000000000002,0.00044094979816238064,0.16701923076923078,102.97029702970298,8817.821782178218,1.0,0,0,0,240,6141,0.48616600790513836,8.800395256916996,17.061264822134387,0.9865961538461538,47.30769230769231,0.11971153846153845,240,33.08943089430894,5.085365853658536,246,success,prefill_control_composition,chunked_prefill_small,val,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,full_prefill,f85d087fb1605b20,0.5833333333333334,0.5833333333333334,1.0,0.11120966708392933,0.16020911345028577,0.16507308948051397,0.001,0.0010000000000000002,0.0005846670839293421,0.11062500000000001,73.39449541284404,6122.324159021407,1.0,0,0,0,195,2409,0.6036585365853658,6.103658536585366,8.021341463414634,0.9389689083142942,1.0,0.10962500000000001,186,13.272727272727273,5.247474747474747,198,success,prefill_control_composition,full_prefill,test,20261201,39b54d547d3f
pd2.hog12.late12.slolate_ttft.s20260823,chunked_prefill_small,bde4d718e46dee89,0.75,0.75,1.0,0.11558466708392934,0.2057904006588337,0.23549805022475442,0.001,0.0010000000000000002,0.0005846670839293421,0.11499999999999999,70.79646017699115,5905.604719764011,1.0,0,0,0,159,1133,0.4823529411764706,5.8882352941176475,8.047058823529412,0.979825171351942,66.0,0.04900000000000001,159,14.981707317073171,5.298780487804878,164,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,full_prefill,7f71b2e54538427b,0.5833333333333334,0.5833333333333334,1.0,0.11120966708392933,0.16020911345028577,0.16507308948051397,0.001,0.0010000000000000002,0.0005846670839293421,0.11062500000000001,73.39449541284404,6122.324159021407,1.0,0,0,0,195,2409,0.6036585365853658,6.103658536585366,8.021341463414634,0.9389689083142942,1.0,0.10962500000000001,186,13.272727272727273,5.247474747474747,198,success,prefill_control_composition,full_prefill,test,20261201,39b54d547d3f
pd2.hog12.late12.slohog_ttft.s20260823,chunked_prefill_small,5590a92288d995d4,0.5,0.5,1.0,0.11558466708392934,0.2057904006588337,0.23549805022475442,0.001,0.0010000000000000002,0.0005846670839293421,0.11499999999999999,70.79646017699115,5905.604719764011,1.0,0,0,0,159,1133,0.4823529411764706,5.8882352941176475,8.047058823529412,0.979825171351942,66.0,0.04900000000000001,159,14.981707317073171,5.298780487804878,164,success,prefill_control_composition,chunked_prefill_small,test,20261201,39b54d547d3f
