active_pressure,all_alternatives_harmful,all_alternatives_zero,axis,beneficial_opportunity,best_action_id,condition_id,decision_step,kv_pressure,max_advantage,mixed_beneficial_and_harmful,num_non_sbs_branches,oracle_headroom,q_ref_sbs_anwg,queue_pressure_proxy,regime_stage,resource_binding,schema_version,source_dataset,state_id,window_index,worst_action_id
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196399,0.3669375,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196399,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196400,0.367,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196400,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196401,0.3670625,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196401,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196402,0.367125,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196402,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196403,0.3671875,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196403,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196404,0.36725,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196404,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196405,0.3673125,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196405,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196406,0.367375,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196406,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196407,0.3674375,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196407,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196408,0.3675,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196408,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196409,0.3675625,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196409,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196410,0.367625,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196410,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196411,0.3676875,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196411,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196412,0.36775,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196412,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196413,0.3678125,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196413,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196414,0.367875,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196414,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196415,0.3679375,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196415,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196416,0.368,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196416,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196417,0.3680625,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196417,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196418,0.368125,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196418,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196419,0.3681875,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196419,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196420,0.36825,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196420,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196421,0.3683125,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196421,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
0.001953125,0,1,kv_capacity,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3,kv_16000,196422,0.368375,0.0,0,1,0.0,1.0,0.005,onset+sustained+high_valid_pressure,0,industry_realism_causal_headroom_phase_d_v1.results.0.0,azure_2023_code,phase_d_v1::azure_2023_code::w000::kv_capacity::kv_16000::step196422,0,14b1775fb1ee31d44660e72fe4dbaa567181f50c2c66b3e19fca21889195bfd3
