active_max,active_mean,active_p95,active_p99,active_util_max,active_util_p95,active_util_p99,anwg,canonical_scenario_id,completion_fraction,error,frac_steps_queue_positive,gpu_max_active_sequences,gpu_max_batch_tokens,gpu_max_kv_tokens,kv_utilization_max,kv_utilization_mean,kv_utilization_p95,kv_utilization_p99,load_factor_lambda,mean_latency,mean_ttft,n_requests_base,n_requests_scaled,n_steps,num_completed,num_dropped,num_total,p95_latency,p95_ttft,p99_latency,p99_ttft,policy_id,queue_length_max,queue_length_mean,queue_length_p95,queue_length_p99,request_throughput,scenario_id,seed,sim_duration,slo_violation_rate,source_dataset,status,token_throughput,weighted_completion_fraction,weighted_goodput,window_index,workload_id
9.0,1.5160084131806497,4.0,6.0,0.017578125,0.0078125,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.03879411077354522,512,512,8000000,0.0021865,0.0004686172587053049,0.0011847499999999994,0.0017072775,2.0,0.033933,0.008888,200,200,4279,200,0,200,0.090254,0.026619,0.230956,0.045151,estimated_service_time_first,3.0,0.046739892498247254,0.0,1.0,2.417211,azure_2023_code::w14::augmented__load_scaling_lambda2,20260820,82.74,0.0,azure_2023_code,success,62.956248,1.0,1.0,14,public_replay_load_scaling_v1
9.0,1.5160084131806497,4.0,6.0,0.017578125,0.0078125,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.03879411077354522,512,512,8000000,0.0021865,0.0004686172587053049,0.0011847499999999994,0.0017072775,2.0,0.033933,0.008888,200,200,4279,200,0,200,0.090254,0.026619,0.230956,0.045151,weighted_fair_share,3.0,0.046739892498247254,0.0,1.0,2.417211,azure_2023_code::w14::augmented__load_scaling_lambda2,20260820,82.74,0.0,azure_2023_code,success,62.956248,1.0,1.0,14,public_replay_load_scaling_v1
9.0,1.5160084131806497,4.0,6.0,0.017578125,0.0078125,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.03879411077354522,512,512,8000000,0.0021865,0.0004686172587053049,0.0011847499999999994,0.0017072775,2.0,0.033933,0.008888,200,200,4279,200,0,200,0.090254,0.026619,0.230956,0.045151,least_laxity_first,3.0,0.046739892498247254,0.0,1.0,2.417211,azure_2023_code::w14::augmented__load_scaling_lambda2,20260820,82.74,0.0,azure_2023_code,success,62.956248,1.0,1.0,14,public_replay_load_scaling_v1
9.0,1.5160084131806497,4.0,6.0,0.017578125,0.0078125,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.03879411077354522,512,512,8000000,0.0021865,0.0004686172587053049,0.0011847499999999994,0.0017072775,2.0,0.033933,0.008888,200,200,4279,200,0,200,0.090254,0.026619,0.230956,0.045151,kv_constrained_online,3.0,0.046739892498247254,0.0,1.0,2.417211,azure_2023_code::w14::augmented__load_scaling_lambda2,20260820,82.74,0.0,azure_2023_code,success,62.956248,1.0,1.0,14,public_replay_load_scaling_v1
9.0,1.5128504672897196,4.0,6.0,0.017578125,0.0078125,0.01171875,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.04065420560747664,512,512,8000000,0.0021865,0.00046860058411214955,0.0011844374999999984,0.00170727625,2.0,0.033938,0.008893,200,200,4280,200,0,200,0.090254,0.026619,0.230956,0.045151,official_vtc_joint_token_budget_remap,3.0,0.049766355140186916,0.0,1.0,2.417211,azure_2023_code::w14::augmented__load_scaling_lambda2,20260820,82.74,0.0,azure_2023_code,success,62.956248,1.0,1.0,14,public_replay_load_scaling_v1
3.0,0.0009278257196306801,0.0,0.0,0.005859375,0.0,0.0,0.04,PUBLIC_TRACE::azure_2023_code::w14::augmented,0.04,,0.999223040251041,512,512,8000000,0.0003055,1.3907673797598214e-07,0.0,0.0,2.0,0.01683,0.004205,200,200,132568,8,192,200,0.030664,0.006252,0.03204,0.006358,vllm_style_continuous_batching,192.0,128.08287822098848,192.0,192.0,0.060284,azure_2023_code::w14::augmented__load_scaling_lambda2,20260820,132.705,0.0,azure_2023_code,success,0.821371,0.04,1.0,14,public_replay_load_scaling_v1
10.0,1.8786257392283863,5.0,9.0,0.01953125,0.009765625,0.017578125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.043368065333708815,512,512,8000000,0.003268375,0.0005648775696986763,0.001487375,0.0021918750000000002,4.0,0.034819,0.009774,200,200,3551,200,0,200,0.090852,0.032875,0.231083,0.046586,full_prefill,4.0,0.056322162771050406,0.0,1.0,4.832435,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,41.387,0.0,azure_2023_code,success,125.860778,1.0,1.0,14,public_replay_load_scaling_v1
14.0,2.498918685121107,7.0,10.0,0.02734375,0.013671875,0.01953125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.03330449826989619,512,512,8000000,0.004018875,0.0007301077800605536,0.0023030249999999993,0.0032968087499999936,4.0,0.059239,0.034194,200,200,4624,200,0,200,0.142551,0.112481,0.278033,0.118501,chunked_prefill_small,4.0,0.04325259515570934,0.0,1.0,4.826721,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,41.436,0.0,azure_2023_code,success,125.711941,1.0,1.0,14,public_replay_load_scaling_v1
10.0,1.8786257392283863,5.0,9.0,0.01953125,0.009765625,0.017578125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.043368065333708815,512,512,8000000,0.003268375,0.0005648775696986763,0.001487375,0.0021918750000000002,4.0,0.034819,0.009774,200,200,3551,200,0,200,0.090852,0.032875,0.231083,0.046586,estimated_service_time_first,4.0,0.056322162771050406,0.0,1.0,4.832435,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,41.387,0.0,azure_2023_code,success,125.860778,1.0,1.0,14,public_replay_load_scaling_v1
10.0,1.8786257392283863,5.0,9.0,0.01953125,0.009765625,0.017578125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.043368065333708815,512,512,8000000,0.003268375,0.0005648775696986763,0.001487375,0.0021918750000000002,4.0,0.034819,0.009774,200,200,3551,200,0,200,0.090852,0.032875,0.231083,0.046586,weighted_fair_share,4.0,0.056322162771050406,0.0,1.0,4.832435,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,41.387,0.0,azure_2023_code,success,125.860778,1.0,1.0,14,public_replay_load_scaling_v1
10.0,1.8786257392283863,5.0,9.0,0.01953125,0.009765625,0.017578125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.043368065333708815,512,512,8000000,0.003268375,0.0005648775696986763,0.001487375,0.0021918750000000002,4.0,0.034819,0.009774,200,200,3551,200,0,200,0.090852,0.032875,0.231083,0.046586,least_laxity_first,4.0,0.056322162771050406,0.0,1.0,4.832435,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,41.387,0.0,azure_2023_code,success,125.860778,1.0,1.0,14,public_replay_load_scaling_v1
10.0,1.8786257392283863,5.0,9.0,0.01953125,0.009765625,0.017578125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.043368065333708815,512,512,8000000,0.003268375,0.0005648775696986763,0.001487375,0.0021918750000000002,4.0,0.034819,0.009774,200,200,3551,200,0,200,0.090852,0.032875,0.231083,0.046586,kv_constrained_online,4.0,0.056322162771050406,0.0,1.0,4.832435,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,41.387,0.0,azure_2023_code,success,125.860778,1.0,1.0,14,public_replay_load_scaling_v1
10.0,1.8729935229512813,5.0,9.0,0.01953125,0.009765625,0.017578125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.046465784286116585,512,512,8000000,0.003268375,0.0005647286679808503,0.001487375,0.0021918750000000002,4.0,0.034819,0.009774,200,200,3551,200,0,200,0.090852,0.032875,0.231083,0.046586,official_vtc_joint_token_budget_remap,6.0,0.06195437904815545,0.0,2.0,4.832435,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,41.387,0.0,azure_2023_code,success,125.860778,1.0,1.0,14,public_replay_load_scaling_v1
4.0,0.0013688429444359271,0.0,0.0,0.0078125,0.0,0.0,0.04,PUBLIC_TRACE::azure_2023_code::w14::augmented,0.04,,0.9991020390284501,512,512,8000000,0.00060075,2.0188653934602157e-07,0.0,0.0,4.0,0.017165,0.00454,200,200,91318,8,192,200,0.030957,0.006626,0.032345,0.006679,vllm_style_continuous_batching,192.0,145.53329026040868,192.0,192.0,0.087573,azure_2023_code::w14::augmented__load_scaling_lambda4,20260820,91.352,0.0,azure_2023_code,success,1.193187,0.04,1.0,14,public_replay_load_scaling_v1
18.0,3.12912661930631,10.0,16.079999999999927,0.03515625,0.01953125,0.03140624999999986,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.061011282908483074,512,512,8000000,0.003319125,0.0008391262536564982,0.001963925,0.002704714999999997,8.0,0.038932,0.013887,200,200,2393,200,0,200,0.09563,0.063457,0.231156,0.074152,full_prefill,5.0,0.08357709987463435,1.0,2.0,9.642272,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,20.742,0.0,azure_2023_code,success,251.132967,1.0,1.0,14,public_replay_load_scaling_v1
22.0,4.266323024054983,12.0,20.0,0.04296875,0.0234375,0.0390625,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.05017182130584193,512,512,8000000,0.00500425,0.0011597290378006875,0.0036219687499999985,0.00424544375,8.0,0.063567,0.038522,200,200,2910,200,0,200,0.152076,0.118215,0.278096,0.154306,chunked_prefill_small,5.0,0.06872852233676977,0.5499999999997272,2.0,9.629737,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,20.769,0.0,azure_2023_code,success,250.80649,1.0,1.0,14,public_replay_load_scaling_v1
18.0,3.12912661930631,10.0,16.079999999999927,0.03515625,0.01953125,0.03140624999999986,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.061011282908483074,512,512,8000000,0.003319125,0.0008391262536564982,0.001963925,0.002704714999999997,8.0,0.038932,0.013887,200,200,2393,200,0,200,0.09563,0.063457,0.231156,0.074152,estimated_service_time_first,5.0,0.08357709987463435,1.0,2.0,9.642272,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,20.742,0.0,azure_2023_code,success,251.132967,1.0,1.0,14,public_replay_load_scaling_v1
18.0,3.12912661930631,10.0,16.079999999999927,0.03515625,0.01953125,0.03140624999999986,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.061011282908483074,512,512,8000000,0.003319125,0.0008391262536564982,0.001963925,0.002704714999999997,8.0,0.038932,0.013887,200,200,2393,200,0,200,0.09563,0.063457,0.231156,0.074152,weighted_fair_share,5.0,0.08357709987463435,1.0,2.0,9.642272,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,20.742,0.0,azure_2023_code,success,251.132967,1.0,1.0,14,public_replay_load_scaling_v1
18.0,3.12912661930631,10.0,16.079999999999927,0.03515625,0.01953125,0.03140624999999986,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.061011282908483074,512,512,8000000,0.003319125,0.0008391262536564982,0.001963925,0.002704714999999997,8.0,0.038932,0.013887,200,200,2393,200,0,200,0.09563,0.063457,0.231156,0.074152,least_laxity_first,5.0,0.08357709987463435,1.0,2.0,9.642272,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,20.742,0.0,azure_2023_code,success,251.132967,1.0,1.0,14,public_replay_load_scaling_v1
18.0,3.12912661930631,10.0,16.079999999999927,0.03515625,0.01953125,0.03140624999999986,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.061011282908483074,512,512,8000000,0.003319125,0.0008391262536564982,0.001963925,0.002704714999999997,8.0,0.038932,0.013887,200,200,2393,200,0,200,0.09563,0.063457,0.231156,0.074152,kv_constrained_online,5.0,0.08357709987463435,1.0,2.0,9.642272,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,20.742,0.0,azure_2023_code,success,251.132967,1.0,1.0,14,public_replay_load_scaling_v1
18.0,3.1186794818219807,10.0,16.0,0.03515625,0.01953125,0.03125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.06686167989970748,512,512,8000000,0.003319125,0.0008389736732135395,0.001962775,0.0026832249999999966,8.0,0.038942,0.013897,200,200,2393,200,0,200,0.09563,0.063457,0.231156,0.074152,official_vtc_joint_token_budget_remap,7.0,0.09486000835770998,1.0,2.0,9.642272,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,20.742,0.0,azure_2023_code,success,251.132967,1.0,1.0,14,public_replay_load_scaling_v1
4.0,0.0017828590833840364,0.0,0.0,0.0078125,0.0,0.0,0.04,PUBLIC_TRACE::azure_2023_code::w14::augmented,0.04,,0.9992783665614874,512,512,8000000,0.000600375,2.608616444752593e-07,0.0,0.0,8.0,0.017332,0.004707,200,200,70673,8,192,200,0.030778,0.00661,0.032032,0.006723,vllm_style_continuous_batching,192.0,161.9423966719964,192.0,192.0,0.113193,azure_2023_code::w14::augmented__load_scaling_lambda8,20260820,70.676,0.0,azure_2023_code,success,1.542249,0.04,1.0,14,public_replay_load_scaling_v1
29.0,5.115625,22.0,27.0,0.056640625,0.04296875,0.052734375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.06875,512,512,8000000,0.003567625,0.0010457354166666666,0.0023264874999999996,0.0030613962499999995,16.0,0.050634,0.025589,200,200,1920,200,0,200,0.142879,0.11857,0.254995,0.142743,full_prefill,5.0,0.10416666666666667,1.0,2.0,18.977133,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,10.539,0.0,azure_2023_code,success,494.259417,1.0,1.0,14,public_replay_load_scaling_v1
34.0,6.657919400187441,25.0,33.0,0.06640625,0.048828125,0.064453125,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.061855670103092786,512,512,8000000,0.006612625,0.001581277354732896,0.004083743749999999,0.00565147,16.0,0.072564,0.047519,200,200,2134,200,0,200,0.182571,0.137654,0.294505,0.207738,chunked_prefill_small,5.0,0.09372071227741331,1.0,2.0,18.932223,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,10.564,0.0,azure_2023_code,success,493.089739,1.0,1.0,14,public_replay_load_scaling_v1
29.0,5.115625,22.0,27.0,0.056640625,0.04296875,0.052734375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.06875,512,512,8000000,0.003567625,0.0010457354166666666,0.0023264874999999996,0.0030613962499999995,16.0,0.050634,0.025589,200,200,1920,200,0,200,0.142879,0.11857,0.254995,0.142743,estimated_service_time_first,5.0,0.10416666666666667,1.0,2.0,18.977133,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,10.539,0.0,azure_2023_code,success,494.259417,1.0,1.0,14,public_replay_load_scaling_v1
29.0,5.115625,22.0,27.0,0.056640625,0.04296875,0.052734375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.06875,512,512,8000000,0.003567625,0.0010457354166666666,0.0023264874999999996,0.0030613962499999995,16.0,0.050634,0.025589,200,200,1920,200,0,200,0.142879,0.11857,0.254995,0.142743,weighted_fair_share,5.0,0.10416666666666667,1.0,2.0,18.977133,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,10.539,0.0,azure_2023_code,success,494.259417,1.0,1.0,14,public_replay_load_scaling_v1
29.0,5.115625,22.0,27.0,0.056640625,0.04296875,0.052734375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.06875,512,512,8000000,0.003567625,0.0010457354166666666,0.0023264874999999996,0.0030613962499999995,16.0,0.050634,0.025589,200,200,1920,200,0,200,0.142879,0.11857,0.254995,0.142743,least_laxity_first,5.0,0.10416666666666667,1.0,2.0,18.977133,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,10.539,0.0,azure_2023_code,success,494.259417,1.0,1.0,14,public_replay_load_scaling_v1
29.0,5.115625,22.0,27.0,0.056640625,0.04296875,0.052734375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.06875,512,512,8000000,0.003567625,0.0010457354166666666,0.0023264874999999996,0.0030613962499999995,16.0,0.050634,0.025589,200,200,1920,200,0,200,0.142879,0.11857,0.254995,0.142743,kv_constrained_online,5.0,0.10416666666666667,1.0,2.0,18.977133,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,10.539,0.0,azure_2023_code,success,494.259417,1.0,1.0,14,public_replay_load_scaling_v1
29.0,5.1,22.0,27.0,0.056640625,0.04296875,0.052734375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.07760416666666667,512,512,8000000,0.003567625,0.0010457354166666666,0.0023264874999999996,0.0030613962499999995,16.0,0.050634,0.025589,200,200,1920,200,0,200,0.142879,0.11857,0.254995,0.142743,official_vtc_joint_token_budget_remap,7.0,0.11979166666666667,1.0,3.0,18.977133,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,10.539,0.0,azure_2023_code,success,494.259417,1.0,1.0,14,public_replay_load_scaling_v1
4.0,0.002121347718722551,0.0,0.0,0.0078125,0.0,0.0,0.04,PUBLIC_TRACE::azure_2023_code::w14::augmented,0.04,,0.999585674273687,512,512,8000000,0.000599625,3.0551343244004706e-07,0.0,0.0,16.0,0.017541,0.004916,200,200,60339,8,192,200,0.031014,0.006805,0.032341,0.006862,vllm_style_continuous_batching,192.0,174.3900959578382,192.0,192.0,0.132586,azure_2023_code::w14::augmented__load_scaling_lambda16,20260820,60.338,0.0,azure_2023_code,success,1.80649,0.04,1.0,14,public_replay_load_scaling_v1
46.0,8.448074679113185,34.0,44.0,0.08984375,0.06640625,0.0859375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.07409568261376896,512,512,8000000,0.003778625,0.001170872812135356,0.00247378125,0.0032391649999999957,32.0,0.073922,0.048877,200,200,1714,200,0,200,0.21843,0.187945,0.301731,0.212879,full_prefill,5.0,0.11668611435239207,1.0,3.0,36.576445,azure_2023_code::w14::augmented__load_scaling_lambda32,20260820,5.468,0.0,azure_2023_code,success,952.633504,1.0,1.0,14,public_replay_load_scaling_v1
47.0,9.420328215987295,39.0,46.0,0.091796875,0.076171875,0.08984375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.06723133933298041,512,512,8000000,0.00651,0.0017862202223398625,0.004228,0.005738919999999999,32.0,0.090497,0.065452,200,200,1889,200,0,200,0.238847,0.21054,0.353491,0.264489,chunked_prefill_small,5.0,0.10587612493382742,1.0,3.0,36.390102,azure_2023_code::w14::augmented__load_scaling_lambda32,20260820,5.496,0.0,azure_2023_code,success,947.780204,1.0,1.0,14,public_replay_load_scaling_v1
46.0,8.448074679113185,34.0,44.0,0.08984375,0.06640625,0.0859375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.07409568261376896,512,512,8000000,0.003778625,0.001170872812135356,0.00247378125,0.0032391649999999957,32.0,0.073922,0.048877,200,200,1714,200,0,200,0.21843,0.187945,0.301731,0.212879,estimated_service_time_first,5.0,0.11668611435239207,1.0,3.0,36.576445,azure_2023_code::w14::augmented__load_scaling_lambda32,20260820,5.468,0.0,azure_2023_code,success,952.633504,1.0,1.0,14,public_replay_load_scaling_v1
46.0,8.448074679113185,34.0,44.0,0.08984375,0.06640625,0.0859375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.07409568261376896,512,512,8000000,0.003778625,0.001170872812135356,0.00247378125,0.0032391649999999957,32.0,0.073922,0.048877,200,200,1714,200,0,200,0.21843,0.187945,0.301731,0.212879,weighted_fair_share,5.0,0.11668611435239207,1.0,3.0,36.576445,azure_2023_code::w14::augmented__load_scaling_lambda32,20260820,5.468,0.0,azure_2023_code,success,952.633504,1.0,1.0,14,public_replay_load_scaling_v1
46.0,8.448074679113185,34.0,44.0,0.08984375,0.06640625,0.0859375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.07409568261376896,512,512,8000000,0.003778625,0.001170872812135356,0.00247378125,0.0032391649999999957,32.0,0.073922,0.048877,200,200,1714,200,0,200,0.21843,0.187945,0.301731,0.212879,least_laxity_first,5.0,0.11668611435239207,1.0,3.0,36.576445,azure_2023_code::w14::augmented__load_scaling_lambda32,20260820,5.468,0.0,azure_2023_code,success,952.633504,1.0,1.0,14,public_replay_load_scaling_v1
46.0,8.448074679113185,34.0,44.0,0.08984375,0.06640625,0.0859375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.07409568261376896,512,512,8000000,0.003778625,0.001170872812135356,0.00247378125,0.0032391649999999957,32.0,0.073922,0.048877,200,200,1714,200,0,200,0.21843,0.187945,0.301731,0.212879,kv_constrained_online,5.0,0.11668611435239207,1.0,3.0,36.576445,azure_2023_code::w14::augmented__load_scaling_lambda32,20260820,5.468,0.0,azure_2023_code,success,952.633504,1.0,1.0,14,public_replay_load_scaling_v1
46.0,8.427654609101516,34.0,44.0,0.08984375,0.06640625,0.0859375,1.0,PUBLIC_TRACE::azure_2023_code::w14::augmented,1.0,,0.08401400233372229,512,512,8000000,0.003778625,0.001170872812135356,0.00247378125,0.0032391649999999957,32.0,0.073922,0.048877,200,200,1714,200,0,200,0.21843,0.187945,0.301731,0.212879,official_vtc_joint_token_budget_remap,7.0,0.1371061843640607,1.0,3.0,36.576445,azure_2023_code::w14::augmented__load_scaling_lambda32,20260820,5.468,0.0,azure_2023_code,success,952.633504,1.0,1.0,14,public_replay_load_scaling_v1
